id,content_anonymized,label,GPT5.5_Medium
3553,Nhật Tân :)) chứ s ở chui 4 năm phải có chứ,,1
3554,[NAME] đã chụp màn hình,,1
3556,[NAME] cho review đi anh :)))),,1
3558,[NAME] dui lém lúc nào sợ Bị thông :)))),,1
3559,[NAME] cho e ý xin ít review kìa a,,1
3560,[NAME] sang sịn mịn :)) quá khứ tốt đẹp mỗi tội bị đuổi sớm quá kkk,,2
3561,[NAME] bù lại là đứng lầu trên có view ngắm mấy bạn nữ lầu dưới khá là ok 😂😂,,1
3562,[NAME] wifi 1 tháng 70k nhưng lướt facebook còn lag nha. Đêm thì mạng khá ok. Ban ngày thì thôi :)),,2
3564,[NAME] :)),,1
3566,Huy Quoc tối anh đăng khoa hay làm ma đầu đen ở tầng 4 lắm,,1
3567,[NAME] [NAME] tg matuda chứ,,1
3568,[NAME] hời ơi bình thường là 1:1 còn riêng [NAME] là 1:5,,1
3569,[NAME] nó dag kiếm ven để chích đó có gì để ý báo công an,,1
3570,"[NAME] cl mía thiệt chứ, biết hơi nhìu 😂",,1
3573,[NAME]  như nào ấy nhờ 🤣🤣🤣,,1
3574,[NAME] thôi bớt báo lại,,1
3577,[NAME] Với mình thì 9/10 🥲 nếu mà ở free thì 10/10 r,,0
3578,[NAME] tham lam quá i,,1
3579,[NAME] rì viu nhỏ đuy 😢,,1
3580,Chuẩn resot 5* nha bạn.,,2
3581,Đào Ngọc Tâm điều hoà 24/7,,1
3582,Đào Ngọc Tâm bạn cũng rảnh lắm,,1
3584,Bảo Hân tuyệt vời nếu ở cùng paparazzi💕,,1
3585,[NAME] [NAME] nhiếp ảnh gia mà bà :)) chụp màn hình với chụp bắt trọn khoảnh khắc đời thường đồ đó :v bị cái người xem ảnh k phải mình thoaiii 🥹,,1
3586,Bảo Hân lói chum là trải nghịm tuyệt cả là vờiiii,,1
3587,[NAME] [NAME] chụp cho xem cái mép coi,,1
3588,[NAME] hời ơi đâu phải rễ ràng,,1
3590,"Cứ trải nghiệm cho biết đi bạn, trăm lời nói không bằng 1 lần thấy đâu.",,1
3591,[NAME] Võ Nguyễn Minh Luận Bien Do Nguyễn Hữu Thiện mấy đứa cho cái review 🤣,,0
3592,Thái Tâm Mã câu chuyện về việc mình đang tắm say sưa thì chợt phát hiện '' ôi đệt! Bị cúp cmn nước rồi '' :)))),,1
3593,[NAME] kkk phòng mình sao,,1
3594,[NAME] toẹt zời :)))) mỗi tội hay uống sinh tố lúa mạch thường xuyên,,1
3595,"Mẫn Võ đuổi khứa lớn tuổi nhất phòng đi là đc, khứa đó hay rủ đó :))))",,1
3596,Kkkkkk nó lại quá hợp lí,,1
3597,[NAME] chắc chưa,,1
3600,[NAME] cứ doạ mấy ẻm.,,1
3601,[NAME] ko hề có ma nha!🤪,,1
3602,"[NAME] , zô đi khỏi review!",,1
3603,"nóng, không có wifi ,giường thì chật phòng mấy đứa con trai cửa có cái ô để người ngoài nhìn vào hơi bất tiện được cái gần trường căn tin bán đồ rẻ",,1
3604,[NAME] rv cho bạn,,1
3605,"[NAME] drama nhìu lắm, kể cả năm kh hết 🤣🤣",,1
3608,[NAME] sao kì zãy,,1
3609,[NAME] ngắn gọn xúc tích,,1
3610,"Nói chung thì ktx oke, oke và rất oke Phạm Lễ Thái Trình Suy",,2
3611,Trình Suy đừng buồn em,,1
3612,[NAME]  rv cho mấy e kìa,,1
3613,[NAME] vui lắm á:))),,1
3614,Tantai [NAME] nghe ở đó có đc tắm dầu ăn 😂.,,1
3615,[NAME] ở đc lần đầu là k có lần sau luôn,,1
3616,Thiên ÂnTrần T.Truc Phương rw đi,,1
3617,[NAME] quá là toẹt vờii nếu như chúng ta ở cùng những con người cùng tầng số.,,1
3618,[NAME]  ns chung là vui vui nhất là những ngày ktx cúp điện hoặc cúp nc mà đến tối vẫn k có thì chỉ có đi dạo vài vòng quanh trường cho mát :)),,1
3619,[NAME] 2 chị cho xin rv i kìa,,1
3620,[NAME] ở mình sợ ma 🥲,,0
3621,[NAME] thi thôi học làm gì 😌😌,,1
3622,Nhật Trang kinh nghiệm m,,1
3623,[NAME] Không Rơi hồi đó t thi chứ có học hành gì đâu :))),,1
3624,[NAME] kkk t cũng zị🤣,,1
3625,[NAME] Không Rơi chia sẻ kn cho bạn còn ra trường chứ.,,1
3626,"Thằng bạn [NAME] của e nó cũng đang khóc tiếng choá vì môn ""thi"" tiếng anh chuẩn luôn rùi 🤣🤣 mong rằng nhà trường cíu bạn e để nó kịp về quê lấy vợ 😆😆",,2
3627,🙏🏻 chưa bị đá khỏi trường luôn hả huynh,,1
3629,[NAME] câu chuyện không của riêng ai :))))),,1
3630,[NAME] Thỉ một câu chuyện buồn 😫,,1
3631,[NAME] Thỉ vẫn chưa thi đc à m,,1
3632,Bạc [NAME] tha thiet chung cho dzui,,1
3633,[NAME] thiết tha 🥹,,1
3634,[NAME] chưa ra trường à,,1
3635,[NAME] có cần rõ từng chữ v ko thang l,,1
3636,Bạc Xỉu sao chửi iemmm,,1
3637,[NAME] t tuc m qua mak 😀 do khon,,1
3638,:))) à thì là e cũng ch đki luôn nên anh chị đừng z e cũng ch hoảng hồn khúc lớp tin hc full,,1
3640,[NAME] tui tưởng còn mình tui 😂,,1
3643,[NAME] học dntu hồi nào dị 😳😳,,1
3645,"[NAME] bữa tưởng ra rồi, mà lòi ra thiếu 2 tín sót môn ch học =)))))))",,1
3646,[NAME] tin học chưa đk đc nữa 😂,,1
3647,"[NAME] tr ơi cố lên bà, hên đợt t thi xong các kiểu là n đổi lun. 🤡",,1
3649,[NAME] khóa dưới cũng không đăng kí được :)),,1
3650,"Sinh diên năm 5, năm 6 thẳng tiến :(((((.",,0
3651,"Bữa gio mở lớp thi cũng nhiều ma bạn ko đăng kí ha, canh biết đời nào, lên phòng 1 cửa , giờ mới thi chắc xét tốt nghiệp t10 ko kip rồi",,1
3652,[NAME] Phước Thành ổn chứ b 😆,,1
3653,Đức Huân chắc đời này biết biết cái bằng tốt nghiệp là gì nữa lun r bạn,,1
3654,La [NAME] coi trên đt dc rồi bạn 😂,,1
3655,[NAME] ra chưa b 😆😆,,1
3656,[NAME] giống như của thành :))) đời này k biết cái bằng nó như nào luôn,,1
3657,"Cố tỏ ra là mình ổn, nhưng sâu bên trong ko đăng kí đc tin học B.",,1
3659,[NAME] hên sao bạn đk đc,,1
3660,May quá khoá 12 đã ra trường Phương Minh [NAME],,1
3661,"Thanh Hằng May quá là đúng hẹn, ra trường mà trễ hẹn là bán nhà đóng tiền học￼",,1
3662,Vãi khóa 14. Ra trường năm 6 năm rồi,,1
3663,"[NAME] said: ""Trg mở 10 lớp rùi em ơi trường hỏng mở đc nữa đâu""",,1
3666,"14 giờ vẫn chưa chịu ra trường, rất có năng lực :)))",,1
3667,[NAME] không biết chú ra trường chưa nữa 😂.,,1
3668,[NAME] chú chắc đc trường giữ lại rồi mắm 🤣,,1
3669,Một sinh viên năm 6 cho hay. 😳,,1
3670,[NAME] - [NAME] kkk,,1
3671,[NAME] - [NAME] bằng a chứ mấy,,1
3672,[NAME] ôi nhồi ôi :)),,1
3673,[NAME] - [NAME] không trêu bạn,,1
3674,"mấy e nhỏ nhỏ nhường ac đi, mấy e đko môn trong khung trước đi",,1
3675,"Đừng sợ...mình năm 8 mới xong, yên tâm đi 😂",,1
3676,Lên phòng 1 cửa xin ngta add vô cho. Canh k lại đâu bạn,,1
