id,content_anonymized,label,GPT5.5_Medium
1,"Y chang luôn, nơi duy nhất để thi hành án là trên giường, tay phải để phía trên đầu, chỉ đánh vào mông, hỏi lỗi khi bình tĩnh và phân tích khi biết lỗi. Nên mình chưa bao giờ thấy ấm ức hay không phục sau đó cả. Mình cực thích cách giáo dục này của ba mẹ mình",,2
2,"Riêng t hồi đó cũng bị đánh, nhưng từ khi lên 9 10t j đó k nhớ thì t đã biết dùng lý lẽ để thuyết phục r nên k bị đánh nữa. Có thể do t hên khi ở trong 1 gia đình biết lắng nghe. Do đó đối vs t nhà luôn là nơi trở về, nơi chia sẻ những câu chuyện và bài học cuộc sống. Có lẽ bạn cũng nên thử mở lời vs bố mẹ về cảm xúc xấu hổ của bạn khi bị đánh xem sao, đồng thời cũng nên tự nhận lỗi trc, hãy cho bố mẹ thấy sự trưởng thành của bạn, vì khi còn đánh là họ vẫn xem bạn là trẻ con đó😁",,2
3,Muốn cmt lắm mà nó k có ẩn danh,,1
4,[NAME] ơi chị check ib xíu vs ạ,,1
5,Đc học và giảng giải là 1 đặc ân. Người ko có ba như mình thì ước được như bạn và củng ngược lại...,,2
6,là mình thì mình dỗi bỏ nhà vài hôm 🐧,,0
7,[NAME] 🌊 đâu phải chỉ có em đâu mà mấy anh cũng dùng cách như vậy để giáo huấn các em mà,,1
8,[NAME] huấn bằng cây thịt của mấy anh hả kkk,,1
9,[NAME] cây của anh sao dám giáo huấn em nào,,1
10,[NAME] khó nói luôn  kkk,,1
11,"Đồng Phạm Xuân mình không bị đánh, mình bị chích điện",,0
13,"Mỗi người có sức học khác nhau không ai giống ai, em chọn ngành nào đó là quyết định của em trong sự tự do chọn lựa, cố gắng đi tới cuối cùng để tạo ra một bản thân có giá trị mà ai cũng phải chào đón và ngưỡng mộ nha ❤️ dáng vẻ đẹp nhất là dáng vẻ mà em đang nỗ lực từng ngày phát triển bản thân mình 🍀",,2
14,"[NAME] t dạy m s, s nói bạn v",,1
15,[NAME] t nói m với [NAME],,1
16,"=))))))) mới tốt nghiệp nna xong, đọc bài này tự ái ngang, chưa kể còn chính người trong trường mình chửi (như lời chủ tus nói)
ngắn gọn thì có người này người kia, nên các em hãy lắng nghe thật đúng người và đúng với lòng mình, tương lai sau này do mình quyết định.",,2
17,Ra kiếm tiền hơn nhau rồi nói chuyện nhé em. Quan tâm chi :>,,1
18,[NAME] cậu toàn nói chí phải kk,,1
20,[NAME] hay quá sếp ơi,,1
21,Mình tự hào khi là sv DNTU,,1
22,Ngọc Hà mình cũng v ước j mai mốt mình theo nghề làm giảng viên ở đây😳,,1
24,Ngọc Thư Quyên [NAME] mấy bạn ơi ngta nhận xét ngành NNA mik kìa 😢😢😢,,1
25,[NAME] kệ bà ơi :))))) miệng đời làm shao mak né🥹🥹,,1
26,"[NAME] là hệ j thế, ra trường lâu quá ko biết",,1
27,[NAME] ngôn ngữ anh,,1
28,"[NAME] trời đất, em nhớ thời em học thì làm j có hệ nào hay hệ nào dở, giờ lạ quá:))",,1
29,Lứa a học còn bị nói gì lứa em 🤣,,1
30,"Là sao , ai tóm tắt giùm",,1
31,[NAME] khoa QTKD của bạn bị nói 6 kìa,,1
33,Khang NguyễnNguyễn [NAME] bớt đẳng cấp 1 chút để sống hoà đồng nha,,1
34,[NAME] biết sao h,,1
35,[NAME] có đẳng cấp đâu mà bớt,,1
36,[NAME] ước j bớt đẳng cấp 1 chút để sống hoà bình thì tốt biết bao,,1
37,[NAME] đi đâu cũng bị nói v,,1
38,Quynh Anh [NAME] mình hệ gì,,1
39,"[NAME] hệ cúp học, hệ drama:))))",,1
40,đến ạ Đình Đức 🌊 lun á sao làm như vậy :((,,1
41,[NAME] mãi iu mãi iu hả kkk,,1
44,[NAME] ra trường rồi muốn nói gì nói hả mậy,,1
45,"[NAME] yêu trường của tôi 😍
Tôi có thể yêu trường của tôi trong 4 ngày
Ngày xuân🌷, ngày hạ🌞, ngày thu🍂, và ngày đông❄️
Tôi yêu giảng viên của tôi 🥰
Chắc là 3 ngày thôi
Ngày hôm qua, hôm nay và ngày mai
Tôi yêu bạn của tôi, người luôn kề vai sát cánh
2 ngày thôi thì sao ?
Ngày sáng 🌄và ngày tối🌃
Tôi yêu ngành học của tôi
1 ngày thôi là đủ
Mỗi ngàyyyyy 🥰",,2
46,"[NAME] đọc để hiểu cho mấy em nè m, lẹ",,1
47,[NAME] bạn đúng ko,,1
48,[NAME] tui làm gì văn thơ dài được vậy fen,,1
49,[NAME] tự hào sv DNTU,,1
50,Khánh Toàn con mẹ cảm xúc qua cậu ơi ước j tôi cũng nói đc như v,,1
51,[NAME] dẫn dắt đàn em kỳ vậy😁,,1
52,[NAME] thôi kệ đi,,1
53,[NAME] tự hào là svien DNTU 🥰,,1
54,[NAME] đàn a cho ý kiến,,1
55,[NAME] lần sau chừa em nhé,,1
56,[NAME] áp lực quá😔,,0
58,Như Quỳnh Khanh Tran Thanh Tuyền Nguyễn Linh Bui Kieu Anh,,1
59,[NAME] Hồ Thiên Sinh Dương Đoàn tụi m xin lỗi ngta đi kìa,,1
60,[NAME] fix bug chưa đủ thời gian nữa mà thời gian đâu ra toxic 🥲,,1
61,Quân Lê thằng này à e,,1
62,Đào Ngọc Huy xì xà xì xằng,,1
63,[NAME] 2 m cũng đi hóng dữ =)),,1
65,"Trước chị cũng nghe thầy cô nói hoài ngành kế toán của chị sẽ bị thay thế bởi AI này nọ. Nhưng mà khi chị đi thực tập rồi mới biết, cái AI chả là cái gì cả vì ngành này cần phải là người thực hiện, người làm chứ ko phải là con AI. Lên tờ khai ra sao, kiểm toán thế nào, con số này 10 năm trước nó ở đâu ra, chênh lệch số giữa tờ khai và sổ sách thì phải làm sao đây... Thách luôn đố 1 con AI nào có thể giải quyết được",,1
66,[NAME] : nếu k phải AI viết thì bài này cũng ...,,1
67,90kg ra chơi lọt đúng cái tay,,1
68,được 500k thì huề vốn thôi có đâu ăn lẩu,,1
71,[NAME] thoi con xin,,1
72,[NAME] lạy bố kkk,,1
74,Ng Quynh [NAME] bà giỡn hoài nha bà như,,1
76,"Nếu anh là Hình thì em sẽ là bóng
Còn nếu anh là bóng, mình sẽ là chị em",,1
