id,content_anonymized,label,GPT5.5_Medium
15799,Đá Cuội tui không có xe đi 3,,0
15800,Liên Ngọc híc. e dc lắm,,1
15801,[NAME] sv công giáo dntu kìa,,1
15802,[NAME]... cùng sở thích .. cùng quan điểm.. 😂😂,,2
15804,"[NAME] ,,,, nam  thì còn đk .. chứ nữ thì e xim rút ....😂😂",,1
15806,"ahahhah,,,,,,  k mấn đk ,,  🤣🤣",,1
15807,[NAME] tìm bạn đồng hành đi VT uống sữa đậu nành 1 tuần đi 7 lần thôi ạ = )))),,1
15808,"[NAME] Giáo sứ hải dương 19h t2 hàng tuần em nhé,  sinh hoạt zui chơi và công tác xã hội,",,1
15810,haiz có lẽ nào là thg ân nó viêt cáp này ko,,1
15811,[NAME] diều dắt e cái nào.,,1
15813,"[NAME] chấm cái đi, e tự đưa link t có biết đâu.haha",,1
15815,Chào bạn !! Trường mình có nhóm SVCG nha 😃 Sinh Hoạt vào t2 hàng tuần tại Giáo.Xứ Hải Dương,,0
15816,Ở kí túc ibox nhé 🤣🤣🤣,,1
15817,"Ta đi tu r ,,khỏi lo bác ơi",,1
15818,Thích đi phượt inb anh 😉,,1
15819,Tưởng m cmt thích đi ch*ch ib a chứ 😂😂,,2
15820,[NAME] rủ e 12/8 đi chung cho vui 😀,,1
15822,Đọc cmt của nhóm vui thôi ..... :)),,1
15823,Ơ m đâu chui vô đây v 😒😒😒😒,,1
15824,ahihi ... mình chỉ mùn giúp đỡ thôi,,1
15825,Việt Phạm xin link ko.  Cho nè,,1
15826,Xin hẳn face Zalo lun nhê,,0
15827,Thấy toàn là nhóm mình nhảy vào ấy hậy,,1
15828,Ở ktx thì ib nè =))))),,1
15829,Bạn hãy đến với nhóm Sinh viên công giáo công nghệ nhé . Sắp tới sẽ có lễ ra mắt tân sinh viên,,1
15830,😂😂 nghe sùng đạo phát khiếp,,1
15831,"Lại [NAME]
SV công giáo...",,1
15832,Cần info ngay và luôn nhể 😂😂😂,,1
15833,"Lại Hoàng Quân  nữ năm nhất
Xin nhắc lại nữ năm nhất
And... [NAME] quen ai ở đây....
Xin nhắc lại nhắc lại....",,1
15834,S a biết k quen ai ở đây ở trên méo thấy ghi 😂😂😂,,1
15835,"Lại [NAME] ""Từ quê xa lên trường và ko có bạn ở đây"" hehehe",,1
15836,Thì k có bạn thì có anh trai em gái or em trai chị gái v :v gia đình v.v rồi còn có nhóm SVCG nhể 😂😂😂,,0
15838,"có chị hả, dễ thương xinh trai ẹp gái k em, chị mới tuyển, hâhahah",,2
15839,kiếm trường nào trên sg học đi em ơi 🙏,,1
15840,"Em nghe ai nói mà chuyên về công nghệ á e. Quay xe và đi đki trường khác học liền, vào đây dc 1 cái là tốn tiền ko đc gì thui á",,0
15841,"Nghe oai thế thoii chứ ko đc gì đâu
Nếu thực sự muốn theo AI thì học CS bên HCMUS á",,0
15842,Thua nha b . mình cntt đây rất là nhiều cái ức chế . b đi trg khác đi nha,,0
15843,"[NAME]🦇 Oki a, e cũng lựa trường khác từ bữa giờ rùi, tại giờ bài viết của e mới lên á=))",,1
15846,Hùng Minh tuổi trẻ chưa trãi,,1
15847,[NAME]  m thích súi bậy k,,1
15848,"Chọn trg khác là lựa chọn hợp lý á bạn ơi, vào đây chỉ có tốn tiền thui chứ ko dc gì hết á",,1
15849,"Lên sg học mấy trường top đầu thì lên, ko thì ở đây học mỗi tháng tiết kiệm đc tiền ăn ở cũng cả chục triệu",,1
15850,ExcellentAlpaca8135 e ko có đi lên sg đc á,,0
15851,"Lên đc saigon học thì tốt nhất, ko học trường này cntt cũng ổn",,1
15852,riêng mấy ngành kĩ thuật mạnh nhất là sg nó là cái nôi của công việc cntt,,1
15855,"Khu F hay sao á , bạn đi lên lầu 2 hoặc lầu 3 ấy",,1
15856,"Làm giấy bảo lưu 1 năm đi biết đâu 1 thgian lại suy nghĩ khác nè. Ráng lên ông, giờ ra đời ko có cái bằng ĐH nó nhọc lắm.",,0
15857,[NAME] có người hỏi kìa,,1
15861,Nhập học là test để phân lớp học tiếng anh căn bản nè bạn. Test điểm cao thì học thẳng lớp cao luôn k cần học các lớp căn bản,,1
15863,Mình pass đồ bơi nữ giá hạt dẻ,,1
15864,Mình xin zl m chỉ cho nè,,1
15865,"b bấm windown + i rồi nhìn bên trái chọn app xong chọn installel app, b tìm phần mềm cần xoá r bấm dấu 3 chấm chọn uninstall là xong",,1
15869,"Bạn liên hệ Trung tâm tin hoặc bên khoa bạn để đc hỗ trợ nha
Zl trung tâm: 070 393 88 99",,1
15870,[NAME] nhiệm vụ hệ thống kè,,1
15871,"Công nợ ít ít hoặc còn trong thời gian đóng hp thì đc, chứ công nợ nhiều khả năng cao bị từ chối",,1
15872,"Mới 1 năm à em, nhưng hôm trc có đi ký gì với bên sân bay Long Thành á",,0
15873,"Rcm nghệ thuật số nha, chương trình giống 60% thiết kế nhm sẽ vẽ nhiều hơn nếu bạn thích vẽ, phòng học các thứ khá ổn (khá thôi). Mình học năm hai TKDH bạn có gì thắc mắc cứ ib mình nha.",,1
15874,"Ngành mới á nên chưa nổi trội cho lắm, cơ sở vật chất về bên công nghệ thì ok chứ còn lại bình thường à, không nổi trội lắm",,1
15875,"em nhớ mang giày bata nha, tham quan xong thì chạy một mạch ra khỏi trường, đừng trở lại",,1
15876,Em cứ vô trường tham quan thoải mái đi em,,1
15877,"Lên trang sv (web) phần trang chủ , ở mục cuối cùng có cgi quên tên rồi
[NAME] vào sẽ thấy các lựa chọn
Tìm giấy xnsv rồi quét mã đóng tiền là xong
Đợi 3 ngày rồi lên lấy",,1
15878,giờ mới xong năm nhất đăng kí học hè liệu có ra trg sớm hơn đc ko ạ ( nếu ko rớt môn nào ).,,0
15879,"BrilliantCrocodile9351 đc e , speed run hết năm 3 ra trường o",,1
15882,[NAME] group rồi em. Trường em cần hỏi là [NAME] còn đây là [NAME],,1
15883,Ghế sofa ở giữa các tầng trong nhà G đó bạn. Nằm đó ngủ cũng sướng,,1
15884,Duy Phạm oh dc nằm ở đó à,,1
15885,"Người tham gia ẩn danh ko biết nữa, nói chung là nằm đâu mình thấy sướng là đc :)))",,0
15886,Ra quán cu shin nè bạn ơi. [NAME],,1
15887,Chỗ trọ bạn còn phòng trống ko ạ?,,1
15888,Mùng 10 11 đi VŨNG TÀU mà đam mê chụp hình mà chưa có thợ take care thì inbox lịch nhé các tình yêu.,,1
15890,Hà Phúc Thịnh mày ngầu với ai v??,,1
15891,Kiến Quốc ngầu với ông trí,,1
15892,[NAME] dọn dẹp phòng hả,,1
15893,[NAME] nghỉ học ko có quyền lên tiếng,,0
15894,truyền thông đi b :)),,1
15896,B có pass áo tím khoa kt-qt hog b,,1
15897,tốt nhất nên nghỉ r đóng tiền hc lại đi b nhé 4 buổi còn lên làm j năn nỉ à.,,1
15899,"Các em khoa điện,cơ khí,[NAME] thì vào n.hóm học hỏi tài liệu cũng như những công việc thực tế mà các anh,chị đi làm chia sẻ nhé .các em sợt nhó.m trao đổi điện công nghiệp và tự động hóa là ra ak.",,1
15901,ko chịu tìm hiểu trc rồi cọc nè=))) rút kinh nghiệm di,,1
15903,[NAME] có thấy khum chị,,1
15904,[NAME] nay tuii oln bà ô,,1
15906,"[NAME] hết phần [NAME] thì nếu bạn nhập đúng đề trên giấy thì đc 0.5
- Word 4.5 và Excel 5.5",,1
15907,Để thi có 2 phần đấy thôi ak bạn,,1
15908,Người tham gia ẩn danh 948 đr bạn,,1
15909,Người tham gia ẩn danh 936 5 điểm mới đậu đúng không ạ em năm 3 thi 2 lần rồi vẫn ko bit làm,,1
15910,"[NAME] bit tiếng trung đr á, 5đ là đậu",,1
15911,Người tham gia ẩn danh 936 dạ em cảm ơn ạ,,2
15912,Cố gắng lên. Thi vài lần r cx sẽ đậu thoyyyyy kkk,,1
15913,cho tôi hỏi tí tin nâng cao ko có thi lý thuyết à tôi đợi hôm chủ nhật tới giờ mà ko thấy ai thông báo gì cả,,0
15914,Người tham gia ẩn danh 491 b cho m hỏi có thi lý thuyết ko ý,,1
15917,em liên hệ giảng viên để xin hoãn em nha .,,1
15918,"B ib mình tư vấn nha, gia sư 1:1 online bao chất lượng đầu ra, nói như người bản xứ luôn",,1
15919,Tiếng Trung Lâm Phong e nhé. gần Bệnh viện Đồng Nai,,0
15921,[NAME] những thầy dễ tính nhất trường DNTU,,1
15923,lí thuyết dễ ẹc bạn ơi muốn lấy file trắc nghiệm thì thả zép lào mình gửi cho nhé,,1
15926,Đợt mình học là flutter nha,,1
15927,Giờ bạn làm đơn đi xem đc ko,,0
15928,"✨📱 [NAME], LÀM VIỆC, [NAME] LÚC MỌI NƠI 📱✨
💥 Giá chỉ từ: 2.690.000đ
💳 Góp 0% – Trả trước từ 0đ
⚡ Duyệt hồ sơ nhanh chóng – nhận máy liền tay
💡 Màn hình lớn – học online, xem phim siêu đã
⚡ Xử lý nhanh – chia đôi màn hình, thao tác mượt
🔋 Pin khỏe – dùng dài lâu
🎒 Gọn nhẹ – mang đi học, đi làm hay đi chơi đều tiện
👨‍👩‍👧 Cả gia đình dùng thoải mái – bé học, bố mẹ giải trí
📦 Hàng mới 100% – Bảo hành chính hãng
☎️  Liên hệ em: 0382073379- [NAME]
🚚 Giao hàng, cài đặt tận nơi MIỄN PHÍ hoặc
🏡 Đến ngay FPTSHOP 660 Đồng Khởi( Ngã Tư Amata)",,2
15930,Từ từ rồi đăng ký =)) hiện tại môn tin của k18 còn đang xử lý chưa biết học cái nào mà,,1
15932,Học ngu lo mà học ở đó mà dùng tiền. Nhà m giàu nhỉ,,0
15933,"Hưng Phạm bạn có phân biệt được là “hướng dẫn để học với thi” không ạ. Mà cuộc sống bạn chắc chỉ đi ăn cắp của người khác thôi nhỉ nên không hiểu được công sức của người khác bỏ ra để dạy mình cũng phải mất phí chứ b, chỉ có c*t chim với nước mưa là miễn phí nhé",,0
15934,Người tham gia ẩn danh ngu thì câm,,0
15935,Người tham gia ẩn danh ai bạn bè vs m,,1
15936,"[NAME] mình con nhà có giáo dục đàng hoàng tử tế nên nói chuyện với mọi người mình đều nói tử tế và không thể hiện bất kể điều gì khác với môi trường giáo dục của gia đình bạn. Chắc gia đình bạn cũng chán khi có đứa con như bạn. [NAME], bạn nói “ ai bạn bè với m” thì tôi đâu mượn cần bạn vào cmt lượn nơi khác nhé",,1
15938,Người tham gia ẩn danh nhà có giáo dục s ngu v thi k đc,,0
15939,[NAME] thi không được thì mới cần nhờ người chỉ dạy hướng dẫn đó bạn. Còn ý nghĩa của nhà có giáo dục không chỉ là nền tảng về Học Thức mà còn giáo dục về cách Nói Chuyện và [NAME] để không cmt những câu mất lịch sự với thiếu tôn trọng như bạn. Cảm ơn!,,0
15940,Người tham gia ẩn danh ngu thì nhận ngu đi bày đặt nữa. Mà đã bảo rồi ai bạn bè vs loại ngu k ra trường đc như m,,0
15941,Cảm ơn ad đã duyệt bài ạ,,1
15942,Mọi người ai biết cách thì nhắn vào cmt rồi mình ib ạ,,1
15943,Nếu muốn hướng dẫn khung đề thì đi hỏi giáo viên còn 1 tuần thi mà đòi hướng dẫn thì hướng dẫn kiểu gì đã có nền từ vựng ngữ pháp phát âm chưa mà kêu hướng dẫn 1 tuần. Nếu có nền rồi lên lấy đại 1 đề thi Ket làm cũng được cần gì bỏ tiền hướng dẫn. Nói mua đề thi nhảy dựng cãi. Nói chuyện câu trước đá câu sau vậy bạn.,,1
15944,Bạn liên hệ với  ￼ cố vẫn học tập  nha,,1
15945,[NAME] làm đơn sao vậy ạ. In ra rồi viết tay hết  hay điền sẵn hết in ra để ký tay thôi. [NAME] in hết vậy ạ.,,1
15946,"mình kh có, đừng ib mình",,0
15948,Ngày mấy mở lớp thi v b,,1
15949,khoá k19 đổ về sau thi chứng chỉ av ở ngoài hết á,,1
15950,tình yêu của tôi bị lạc,,1
15953,Bạn muốn quán cơm hay quán j,,2
15954,E cữ đóng tiên r học tiếp thôi,,1
15955,"Yên tâm đi bạn tui chưa đóng tiền vs giá hạn nè
Cũng đang sợ hết lễ  thứ 6 đi học  tui đóng 10 tr trc rồi hỏi thầy cô giá hạn đc ko , tại thấy thông báo gia hạn 8/9 mà",,0
15956,"[NAME], bài post này duyệt vào ngày hôm qua tuy nhiên chủ nhân của bình màu xanh đã liên hệ vào thứ hai rồi nhen ❤",,1
15958,Ẩn danh cái lộ liền:))))),,1
15960,fannnn cứng đou roiiii,,1
15961,Quá đã ờiiii dsy mại đỉnh,,2
15962,Có ai học rồi không chỉ đường đi lối bước cho mình theo với,,1
15963,"bro lấy cái sổ tay ở đâu v, chỉ tui với",,1
15964,ai cho e xin file  với ạ huhu e muốn ôn sớm còn môn khác ạ,,1
15965,bạn bên khoa nào nếu [NAME] thì mình pass cho,,1
15966,"[NAME] đang có ưu đãi lớn nè, ib nhanh tay nhận ngay ưu đãi học MOS nhé",,1
15967,[NAME] nhé học hết theo tín chỉ mới đc ra trg á,,1
15968,Chủ được miễn thi chứng chỉ tin học cơ bản với nâng cao thôi nha còn tin học 1 và tin học 2 vẫn phải học vì nó năm số lượng tín chỉ bắt buộc để ra trường á,,0
15969,"[NAME] cho e hỏi e có mos ( word,excel) thì có đc ko ạ hay phải đủ 3 ạ",,1
15970,Người tham gia ẩn danh 830 w với e thôi nha,,1
15972,"Các lớp cần gia sư gấp (gia sư nhận lớp ib zalo 0964800590)
1./ Toán 7. Địa chỉ: Gần trường ĐH Đồng Nai cơ sở 3, Bình Đa. Lịch học: tuần 3 buổi, thời gian có thể học vào sáng t2, t3, t4, t5, chiều cn và tối thứ 7. Học phí: 170k/1b/2 giờ. Nhận gia sư nữ.
2./ Toán 7, có hỗ trợ lý, hóa. Gần cây xăng 75, đường Đồng Khởi, Trảng Dài. Học phí: 170k/1b/2h. Lịch học: [NAME] 2 buổi, thời gian có thể học tối t3, sáng t7, tối t2 và tối t4. Nhận gia sư nam nữ.
3./ Cần 1 bạn gia sư dạy Toán + văn + anh lớp 9. Địa chỉ: Gần trường Bùi Thị Xuân. Lịch học: Tuần 3 buổi. Học phí: 180k/1b/ 90 phút.",,1
15973,"🔥 🔜𝗟𝗔𝗣𝗧𝗢𝗣 𝗚𝗜𝗔́ 𝗡𝗔̀𝗢 𝗖𝗨̃𝗡𝗚 𝗖𝗢́ 𝘁𝗮̣𝗶 FPTShop
🔜Các bạn [NAME] sinh - Sinh Viên đến mua Laptop
◌ Giảm thêm 3% cho Học sinh - sinh viên💕
◌ Giảm thêm 5% cho Tân sinh viên <=9☀️
◌ Giảm thêm 10% cho Tân sinh viên >9☀️
✨ 𝑇𝑎̣̆𝑛𝑔 𝑡ℎ𝑒̂𝑚 1 𝑛𝑎̆𝑚 𝑏𝑎̉𝑜 ℎ𝑎̀𝑛ℎ (𝑁𝑎̂𝑛𝑔 𝑡𝑜̂̉𝑛𝑔 𝑡ℎ𝑜̛̀𝑖 𝑔𝑖𝑎𝑛 𝑏𝑎̉𝑜 ℎ𝑎̀𝑛ℎ 𝑙𝑒̂𝑛 đ𝑒̂́𝑛 3 𝑛𝑎̆𝑚)❤️
✨ Đ𝑎̣̆𝑐 𝑞𝑢𝑦𝑒̂̀𝑛 1 đ𝑜̂̉𝑖 1
✨ 𝑇𝑟𝑎̉ 𝑡𝑟𝑢̛𝑜̛́𝑐 0Đ, 𝑙𝑎̃𝑖 𝑠𝑢𝑎̂́𝑡 0%
——————
💌Đến ngay FPT Shop 660 Đồng Khởi, KP4, [NAME], Đồng Nai( Ngã Tư Amata)
☎️alo em [NAME] : 0382073379
Maps: https://maps.app.goo.gl/h9fwr8NZoULmQg2L7?g_st=ipc",,1
15974,bạn tìm dc ng ở cùng chưa bạn?,,1
15975,Mình là nữ. [NAME] tìm đc ng ở cùng chưa,,1
15977,Bạn nào có nhu cầu cmt bên dưới c chủ động ntin nha,,1
15978,Mua ở thư viện nha bạn 20k,,1
15980,clb lumination sr e thiếu chữ a,,0
15981,"đợt 1 đã kết thúc r, bạn đợi đợt 2 nha, follow fanpge Lumination - CLB Sự kiện DNTU để cập nhật thông tin nè 🤭",,0
15982,"Có cần làm đơn chuyển đổi điểm gì không bạn, mình thi lại đợt tháng 2 hay 3 gì đó vẫn chưa thấy được cập nhật điểm",,0
15983,B đợi cập nhận điểm lên nha,,1
15984,[NAME] trg loz này nhớ ngày xưa nhận còn bị trừ phí chuyển 8k. [NAME] vl,,0
15985,"Khi nào bên trường duyệt thì họ mới gửi tiền nha, cứ chờ thoi chứ kh có thời gian nhất định. Giỏi 1tr2, xuất sắc 1tr5 nha",,1
15987,[NAME] [NAME] ib ạ chị☎️0862797714,,1
15988,[NAME] [NAME] ib ạ,,1
15990,[NAME] để mai làm con lô 🐧,,1
15991,🎉Xe VinFast ưu đãi tháng 10 lên đến 100tr lh 0862797714,,1
15993,Ib mình nhé. Mình cũng đang chơi. Tìm nhóm chơi chung giao lưu.,,1
15994,"Nghe bảo thể chất 3 fitness là tập gym, nghe bảo chill lắm ạ. Mấy anh chị vô xác nhận cho em với ạ😘",,1
15995,Muốn chill thì đừng học mấy môn ngoài trời. Học 123 ko sao chứ từ 456789 trở đi nắng điên,,1
15996,Mình còn phòng cho thuê ban nào cần liên he minh nhé -0966230809,,1
15997,mọi thứ giờ là kỷ niệm,,1
15998,[NAME] dạ. Mà tự nhiên mất tiu buồn ghê,,1
15999,Sáng nay em học tiết 123 ở 401 không thấy đâu ạ 🤨,,1
16000,Cô nàng nhà wê huhu chắc có thể rớt đâu hoặc ai giữ nhầm rồi. Cảm ơn em❤️,,2
16001,"Có nhu cầu làm quà tặng tốt nghiệp độc lạ ý nghĩa mà lưu giữ kỉ niệm lâu bền thì liên hệ Móm nha
Biên Hoà Đồng Nai luôn nè",,1
16003,[NAME] chia sẻ nè ae :))),,1
16004,Mình năm 4 chưa qua tc1 ne😭😭😭,,1
16005,Ko sao tc kỳ nào chắc mở,,1
16006,"Tuyển nhân viên đóng gói hàng – Việc làm - [NAME] việc:
– Đóng gói, sắp xếp hàng hóa theo quy trình
– Công việc nhẹ, có hướng dẫn
Thu nhập:
– Thử việc: 6.5 – 7.5 triệu/tháng
– Chính thức: 8.3 – 12 triệu/tháng (tùy năng lực)
– Nhận lương 2 lần/tháng
Thời gian: 7h30 – 17h30 (nghỉ chủ nhật)
Yêu cầu:
– Từ 2004 trở lên
– Sức khỏe tốt, chăm chỉ, có thể đi làm ngay
Liên hệ/Zalo: 0938 261 554 (chị [NAME])",,1
16007,cứ tầm sáng 7 8g là mở full đến cỡ chiều 4g mấy là còn mở cửa á cứ vô bth khỏi thẻ chừng nào mượn sách mới cần thẻ để quét thui á,,1
16009,"Thư viện mở cửa các ngày từ thứ 2 đến thứ 6 ( 8h00-20h00), Thứ 7 (8h00-16h30) và em sử dụng Thẻ sinh viên để checkin khi vào, khi đăng ký mượn tài liệu nhé em 🙂",,1
16010,Nay cựu sinh viên [NAME] về trường tuyển cộng tác viên à em!❤️,,1
16011,"Sinh Viên [NAME] Đồng Nai - DNTU dạ, em hỗ trợ các bạn sinh viên đam mê về ngành sale ô tô và cũng muốn cống hiến để các bạn sinh viên có thêm kiến thức mới và kinh nghiệm cho tương lai ạ",,1
16012,Lái thử xe điện VinFast nào cả nhà mình ơi,,1
16014,làm đơn r xuống 1 cửa nộp r chờ họ check đơn rồi quằn hồi mới mở lại á,,0
16015,"chào bạn, bạn là [NAME] hả",,1
16017,"Có làm quà tặng tốt nghiệp ý nghĩa, độc lạ, lưu giữ lại kỉ niệm lâu bền thì liên hệ mình nha
Mình ở Biên Hoà ạ",,1
16019,mình cho thuê máy ảnh nè 🥰,,1
16020,"TUYỂN [NAME] - KHU VỰC BIÊN HÒA - [NAME] thu nhập: 7 – 11 triệu/tháng
( Tăng ca: 40k/h + phụ cấp + hỗ trợ nhận lương tuần)
Công việc:
– Dán tem – đóng gói sản phẩm
– Việc nhẹ, phù hợp công nhân, mẹ bỉm sữa, nội trợ
Ca làm (chọn ca):
– Sáng: 7h30 – 11h30
– Chiều: 13h30 – 17h30
– Tối: 18h00 – 22h00 (ca tối nhận thời vụ – sinh viên, nội trợ rảnh buổi tối)
Yêu cầu:
– Từ 19 – 45 tuổi
– Không yêu cầu kinh nghiệm (được hướng dẫn)
Liên hệ/[NAME]: 0938 261 554 (Chị  [NAME])",,1
16022,Ng ta chỉ cho sim thoi phải mua gói cưới... Để họ lấy số lượng nên tóm lại là có,,1
16024,Đậu [NAME] cứu b kìa,,1
16025,"Thân gửi các em
[NAME] chào các em
Thầy thông báo về việc đăng ký theo kế hoạch học tập đợt đki [NAME] năm học 2025 - 2026 :
Hiện tại các em ngưng thao tác về việc đăng ký kế hoạch học tập trên phần mềm
Thầy sẽ tổ chức một cuộc họp sinh online để hướng dẫn và định hướng cho các bạn đăng ký theo khung chương trình của mình để tránh sai sót nhé
Trân trọng !",,1
16026,https://sv.dntu.edu.vn/.../huong-dan-nguoi-hoc-su-dung...,,0
16027,"Em và Các bạn nam,nữ đang theo ngành kỹ thuật,điện,tự động hóa,cơ khí,[NAME] có thể vào n.hóm thầy học hỏi tài liệu hoàn toàn free và phát triển trao đổi với các thế hệ đàn anh đang đi làm nhé.em sợt nhó.m trao đổi điện công nghiệp và tự động hóa là ra ak.",,1
16028,Bn này giúp nek bn [NAME] bn kêu việc nên làm thui bn ơi,,1
16029,Ai dư voucher thì cho e xin với ạ,,1
16030,Chắc bị lỗi á còn nếu lâu không có thì báo cho cvht,,0
16031,"Đã bị xoá tên khỏi lớp rồi mà, nghĩa là bạn vẫn phải đóng tiền vì đki môn đó, nhưng sẽ ko dc học và bị cấm thi á",,0
