id,content_anonymized,label
4710,"Me too🥲🥲🥲 t từ 7,5 ngày tụt còn 2,5 ngày bảo gửi chứng minh ai rảnh chụp:(( mà cx k nhớ chụp:(( thôi từ nay có gì là phải chụp hết😞",
4711,Chuyện ko của riêng ai em ơi dần làm quen đi 😂,
4713,Do e gà á chứ hông phải do e ko hiểu đâu,
4714,Thanh Phong luật hoa quả kh chừa một ai,
4715,[NAME] chỉ iem vs chứ em cx toang mấy ngày r anh ạ :>,
4716,[NAME] em phải ranh ma vs đứa ghi công tác cho e chứ đừng nói vs thầy cô,
4717,[NAME] sao lói em nó vậyy,
4718,[NAME] tại em nó còn non quá,
4719,[NAME] gòi để coi phong có bị mất ngày khong ha kk,
4721,"Đồng quan điểm , bỏ công bỏ sức ra rồi nhưng không được công nhận 🥲",
4722,"cho tới tháng trước tui mất 4 ngày, hiện tại là 6. Hỏi thầy kiểm lại thì: ""......"" . Rất tuyệt vời trường rất tuyệt với, từ hệ thống camera tới việc cập nhật excel và wi5, trường rất tuyệt vời, e cảm thấy thật tuyệt vời.",
4723,[NAME] 2 em có ảnh chứng minh ko =))),
4724,[NAME] chứng minh thư thì có,
4725,:)))) đời mà đg rén đây méo hỉu lm j mà có đc 2 ngày rưỡi ít vãi,
4726,[NAME] hoi có gì đâu buồn,
4727,[NAME] hk hẵn mốt thấy t nhảy số h á :)))))) tại ko có tg thoai,
4728,[NAME] kkk t nhảy chung với,
4729,[NAME] đc lun :))))))),
4730,Minh Châu quen thuộc zạ pà hâhhah,
4731,Bảo Vy chuyện không của riêng ai :)),
4732,"[NAME] có chứng minh, nhân chứng vẫn hong được cộng nè 😞",
4733,Nỗi buồn không thể tả nổi,
4734,Cái gì khó ra khó vào đều cần bôi trơn em nhé😗,
4735,Đúm em làm nhìu mà có 3 ngày :)))🙄,
4736,goi goi [NAME],
4737,[NAME] nhớ di cái vụ halloween điểm danh cho cô rồi cũng như ko :)),
4740,[NAME] hôm đó dầm mưa mấy tiếng t về sốt luôn m. [NAME],
4741,[NAME]  hên t k tgia kkk,
