id,content_anonymized,label
8192,Cứ mỗi kì học anh văn thì crush thêm một bạn :((,
8193,còn mình thì mong cô chủ trọ hãy quên mình đi :)),
8194,t muốn xài máy lạnh trường quá [NAME],
8195,[NAME] đi học đi rùi thấy sợ đăng tiếp :))),
8196,"rồi bạn học được 1 ngày thì said "" hải quay xe"" :)))",
8197,Ôi t nhớ cái thư viện phải đóng 250k quá. Nhớ phát khóc 😢,
8198,Nghe bạn kể mà mình cảm thấy sợ 😳,
8199,Mấy anh ngành công nghệ ngon giai nhắm 😂😂,
8200,"[NAME] nhớ tất cả trừ ae xây dựng chúng tôi, sad story😌",
8201,Đây có ai 3 5 7 mặc đồ thường đi dép bị đuổi ra như mình không 🙂 nghĩ mà cay,
8202,[NAME] chả thấy ai nhớ nghành hóa bọn tôi,
8203,Nhớ đóng học phí đầy đủ.,
8204,[NAME] Đức Thịnh Thiên Luân Hữu Hạnh Nguyễn Hồng Nhật trai ngon cơ khí..😋😋,
8205,Hồi xưa tuy nghèo nhưng vui. Bây giờ thì không vui nữa nhưng vẫn nghèo :(((,
8206,Đọc tưởng tác tuổi thơ  của tác giả ai ngờ kiểu cảm nghĩ. Thấy tụt cảm xúc,
8207,"Rốt cuộc là bạn muốn nói cái méo gì vậy. Xin hỏi bạn bao nhiêu tuổi mà tuổi thơ bạn ăn cơm độn khoai, không có đồ mặc vậy. 🙄🙄🙄",
8208,Có ai như mình thấy dài quá không muốn đọc không 🤣🤣,
8209,Có vẻ trong này toàn là các bạn thành phố nhỉ 😆😆,
8210,Ở nhà lâu quá be like :)))),
8211,Có ai giống T không dài quá làm biếng đọc 😌,
8212,thật sự là rất muốn đọc mà nó dài vđ,
8213,"Chỉ lướt k đọc, vì quá dài 🤣🤣",
8214,Tui nghĩ ng viết tus này cũng nhiều tuổi r! Nhưng mà mỗi thời mỗi khác phát triển là để tốt hơn thôi nên k cần phải lo nghĩ nhiều quá,
8215,"Trong này chưa nhắc IG nè, ai rảnh thì fl ig tui nè, mà hok rảnh cũng qua fl đi =)))))",
8218,"Thien Nguyen M. Tấn Huy Lê Nguyễn Thành Tâm
1 cân Bách Niên Cần
2 cân [NAME]
8 lít [NAME] lửa lớn
Sắc lại một viên con nhộng
1 viên 1 cần phét như vầy",
8219,"Đã xem , "" câu cuối """,
8220,Đang nấu chè quay sang học onl quay lại cháy đen nồi chè thêm quả giáo viên bắt phải quay mặt 😌,
8221,"từ lúc có các idol như [NAME], Độ Mixi, Huấn Rose học chung thì thấy cũng đỡ chán rồi :v",
8222,Nghĩ giải lao khi hết 1 tiết học? Học online k biết giải lao là gì lun ó =)))),
8223,[NAME] đang học ko đc mở tab lol lên nghe chưa,
8224,cần đặt kính cần sau khi học online là việc làm đầu tiên nha mn,
8225,rồi 1 ngày học đủ 12 tiết. và có hẳn 1 tiếng để ăn cơm. rồi tối làm bài chả dám ngủ thì giải lao sao ta 😅😅,
8226,Khánh Linh Thy Thy Duc Minh Nhi Nhi Hữu Nghĩa giống không 🤣,
8227,Đang học kêu vào nấu cơm. K lẽ cãi lại hả ta,
8228,Học onl rất ổn cho đến khi có một vài thành phần down nguyên bài của mình về và sửa tên lại thành bài của nó🙂,
8229,"Bài viết quá hay, nhưng không hay bằng cục wifi nhà mình 🙂",
8230,Chào ad. Em đứng đây từ chiều. Em chưa thấy ai có độ nhạt như ad. [NAME] cho em biết tên nhé 😂,
8232,[NAME] có bắt em quỳ xuống xin lỗi hông dạ??,
8233,"Tự nhiên cái bị ấn tượng 2 chữ "" Tha Thương""",
8234,Ở nhà riết nên đăng cfs lạc trôi 🤣🤣🤣,
8237,"Trường đã quyết không giảm, không sao chúng ta phải cố gắng đã vào trường rồi chỉ cố gắng hết sức sau này cày kiếm tiền trả nợ. Nhà không phá sản được đâu, suy nghĩ nhiều chi cho mệt ...😊",
8238,Giờ dù nắng hay mưa học phí giảm thì tự khắc tất cả sẽ hết bực bội nè 😊,
8239,Bão cấp 10 cũng không cuốn sạch những uất ức này đâu 🙂,
8240,Không giảm học phí thì đưa cái tên thằng đó ra củng được,
8241,Mong mưa đến kéo đi vài % học phí,
8242,"Vậy ad mang nhiều mưa dô, nhiều cỡ trôi cái [NAME] đi thì e hết tức, ăn cơm lại à 😌😌",
8243,mưa này mạng yếu hết học online =))),
8244,Mang mưa tới được rồi !  Tự nhiên [NAME] còn mang cả điện đi nữa chi 🙄,
8245,Mưa mà mang hết bực bội của sv thì mong ngày đéo nào cũng mưa,
8246,"giảm hc phí mới hết bực chứ, mưa chỉ mát thôi 🙂",
8247,em biết là trường đang thử lòng chúng em thôi. chắc chắn trường sẽ ra thông báo giảm học phí phút bù giờ phải không ạ? hihi trường giỡn vui ghê!,
8248,Bảo Ngânn cơn mưa có mang đi hết bực bội của ngăn chưa,
8249,Cho em hỏi là giờ em huỷ học phần được không ạ,
8250,"Nắng mưa là chuyện của trời
Còn chuyện học phí chúng tôi với trường
Ad lại nói tào lao
Đang bực gần chết  nguôi nguôi thế nào🥺",
8251,Mong trường bớt hối sinh viên đóng tiền đi là dc.,
8252,Mưa này đất mềm dễ cạp thôi 🙂 quan trọng là giảm học phí nhớ,
8253,"Mưa trôi cả bầu trời nắng,  chợt theo những nỗi buồn 😪",
8254,Dù có mưa thì vẫn không hạ hoả được,
8255,cơn mưa này có chứa côrốnà =]],
8256,Mưa cho đã rồi mất điện,
8257,"Mưa kèm sấm chớp, gió giật mạnh và lốc xoáy.",
8258,Cúp điện ngắm sấm vui nổi j 😂😂,
8259,"Hem vui ad ơi, cúp diện chỗ em rồi.",
8260,Ad trường đăng bài kiểu như vậy làm thế nào mà tụi em yên tâm đang học ở trường này ạ.. Đăng rồi lại xóa  thấy bất ổn vá,
8261,Thề giờ có bão sa mạc mà giảm học phí thì cũng hóa bình yên th :))) alo alo má alo,
8262,Page trường chơi mà tắt vote :(( buồn,
8263,[NAME] sàm lol. Nắng mưa của trời liên quan éo,
8264,[NAME] biết đánh liên quân không vô làm vài trận dịu mát em cái chứ đánh cho vui mà thua 4 trận liên tiếp rồi 😑,
8265,Bực bội thì chưa hết mà con cua có đuôi này đã tấn công mình rồi -___-,
8266,Ừa đúng r . Mang hết bực bội nhưng tăng khó chịu -.-,
8267,Có một con bé gần nhà mình nó kể với mình là có một ước mơ được dô trường DNTU học và mình đã ko ngần ngại cầm đôi dép lào 13k mua ngoài chợ vã dô cái mặt nó cho tỉnh . Mình thấy thật cảm động giây phút khai sáng ấy cho em nó .,
8269,Úp vào cfs này vô ích thôi mn ơi. S k tấn công thẳng vào trang trường luôn đi.... H có viết cfs đến hết kì thì nhận lại cũng là sự thờ ơ của nhà trường thôi... Quá thất vọng về ngôi trường.,
8270,Em ngủ bị gãy cổ rồi sao sáng mai em ngồi học đây mng :))),
8271,Bạn viết bài rất hay nhưng xin chúc mừng bạn vì trường coi như không biết,
8272,sau đợt này sinh viên sẻ nghỉ học nhìu vì bắt đầu nản hết rồi,
8273,Đến gần ngày thi đóng vẫn kịp mà phải k nhỉ :)) chứ tình hình dịch như này mình k nỡ về xin gia đình tiền đóng học luôn ớ,
8274,Từ lúc xảy ra chuyện này. [NAME] k nhớ lớp học nhớ nhà trường nữa 🙂,
8275,"Từ bỏ thôi mn, k đóng đủ thì ăn c ăn đb à",
8276,[NAME] đóng đi có trường  hủy lớp á,
8277,Mỹ Nhanh trính sác :))))) thực hành mà học onl giống đui mà thích đi ngắm cảnh zị ó 🙂,
8278,Nghe mấy đứa năm nhất nó học thể chất onl nuẫ kìa kkkkquay phim lain gửi qua kkk,
8279,nhớ ko lầm hình như có tham khảo ý kiến trước khi quyết định học và kết quả!!!,
8280,[NAME] ê hong lẽ ngành mình thực hành cái mua  mền gối vô phòng ngủ xếp xong kêu ba mẹ giả làm khách hàng hả ta [NAME] Vy,
8281,Thư Vân [NAME] k hiểu bn đó nghĩ gì nữa😌😌,
8282,[NAME] Ngọc Huyền  Ngoc Linh Pham  Tuan Anh học thực hành như hnay 😌,
8283,[NAME] bên điều dưỡng thực hành cấp cứu online hả ta??? [NAME],
8284,Cũng rất muốn xin được chỉ giáo phương pháp học onl bù đầu nhưng mà vẫn có thời gian “rảnh không làm gì”...!  🙂,
8285,"[NAME] có nghe đứa bạn mình bên kế toán nói nè, này người ta gọi là não không có nếp nhăn, cho chết trùm cả lũ nè",
