id,content_anonymized,label
10512,Cỡ này chia tay quen [NAME] ne sướng hơn Thuận nấu ăn bao ngon ổn chưa?,
10513,[NAME] ổn áp nha đặc biệt nấu món mì xào cay ăn thì bao ngon thích thì thứ 7 chổ tài,
10514,Không thích uống tại bất tử uống nhiều tốn lúa gạo của nhà nước được chưa [NAME],
10515,[NAME]  thôi đồ ăn Thuận tuồng ghê lắm? Chả cá thì không đem làm mất luôn buổi học. [NAME],
10516,[NAME] ta mượn bếp nấu cho rồi ta và ngươi nhậu đến sáng ổn chưa nói vậy cho chòn,
10517,[NAME]  Thuận chơi game ghe nữa,
10518,Long Hoàng đm mày cứ liên hệ trong trường thu xếp đi,
10519,Cho nó theo con bạn nó luôn đi chị đẹp êi,
10520,Bạn cần 1 cái thùng xốp 😂,
10521,[NAME] cho nó yêu luôn con bạn hoàn hảo của nó đi :)) làm ny mà tưởng như làm người hầu z,
10522,Sao k yêu luôn cô bạn thân đi :)),
10523,Hay là mình bất chấp iu nhao đi e 😂😂,
10524,Ok anh tới luôn đi nào :v,
10525,Theo nguyên cứu của nhật kết hôn với  bạn thân giảm 70% nghi cơ li hôn  sau này,
10526,thiết nghĩ phương án là cho họa mi ngừng hot từ đây :v,
10527,Cắt hoạ mi nó đi bạn ơi,
10528,So sánh qq gì v trời ụ mia hạn hán lời,
10529,vẫn có đứa con gái ngu như này tồn tại sao =]] Neji Trần,
10530,"[NAME] đồng ý kiến, gặp tao thì thằng kia bị tán sml lâu rồi.",
10531,[NAME] tao nghĩ là vì thằng này điều kiện nên con này k giám bỏ thôi =]],
10532,[NAME] tao nghĩ là thằng kia ăn được ốc rồi nên tính bỏ đi vỏ đó mà để đi ăn con khác,
10533,[NAME] thôi chuyện người ta [NAME] lo thân mình đi bàn cl gì kkk,
10534,[NAME] vl cái này là đang bình luận .,
10535,Đường ai nấy đi :)) Cho cái a đấy đi theo cái chị bạn của a đấy :)),
10536,[NAME] mịa cho cho khoẻ. Yêu qq gì vậy,
10537,có người yêu sướng thế còn gì.. .. ^^,
10539,Chia tay đi bạn ơi. Con bạn nó ngon hơn r,
10543,Hằng Đặng kiểu người nady cho nó ra đrao sống haha,
10544,Về đội mình bạn eii :)),
10545,[NAME] dm để ae cho bạn cho vui,
10546,Bảo Tao người yêu m hay nó là người yêu :)),
10548,Út Duy  ừa đúng r cho nó ẽn đi r hốt thằng bạn mình nè :)),
10552,[NAME] tự gửi confession tự cmt hả ? Sang ảo vừa thôi :)),
10554,[NAME] cai nay yeu duong lam gi :V,
10557,Về với đội a a làm hết cho :)),
10559,E ra chổ khác chơi đi,
10560,Em ế quá em vả quá anh hốt em đi,
10561,[NAME] có chym a k hốt đc 😂🤔,
10563,Trang [NAME] có con bạn thật là giỏi,
10565,Bao Nguyen Gia  vì đã lỡ yêu e nhiều,
10566,Tứ Thế  🙂 sao tứ ko im đi đi,
10569,Nam Hoàng loại này chắc bắn bỏ e nhỉ :)),
10570,[NAME] còn hơn vứt khác a nhỉ :)),
10571,Nam Hoàng :)) hack não tiếng việt à e,
10573,[NAME] vãi chú. :)) Thôi coi đá banh,
10574,coi ảnh em mới đăng ổn không,
10575,[NAME] ok để vào coi,
10577,Ngọc Thư Thu Hiền Tiểu Băng Chinh Chinh Kim Khánh cho bạn í phương án nào :)),
10578,Thôi gặp ngay bạn đồng giới rồi nghỉ thôi kkkk,
10579,[NAME]  gặp thằng nào nv nhớ block lun nha Khánh :)),
10580,[NAME]  t nghĩ mắt t ko đến nỗi để gặp loại đó đâu 😂,
10581,[NAME] ct ngay khỏi phải sn 😂,
10582,[NAME] ct đíu nói nhiều.,
10583,Tội nghịp quen ngay đứa mặc váy huhu,
10584,[NAME] t đọc thấy cái này ảo ảo làm lol gì có thằng nào nói hoài kiểu v kkk,
10585,Ngọc Thư  ngày xưa thì t k tin :)) nhưng h hay có mấy thằng ngáo chó lắm,
10586,[NAME]  đúng òi đó,
10587,[NAME] c chị chỉ cách xử lý cho 😂😂😂,
10588,Gặp loại này đạp số de qay đầuu ⚔️,
10589,[NAME] biết nên kêu bằng anh hay chị😌,
10590,Cạn lời thanh niên rồi!,
10591,Bạn này là bn bốc lửa cửa sau 😏😏,
10593,Bảo nó quen con bạn nó đi.,
10595,Chung Trần  đúng đẹp trai nói quá hay,
10596,Chung Trần ctay đi qua a chung sẽ là bến đỗ hợp lí cho em nó 👍😂,
