id,content_anonymized,label
11821,quán này e làm phải k,
11822,[NAME]  sao a biết,
11823,[NAME] tại a uống rồi mà,
11824,[NAME]  ừ nhỉ nhỉ quên mất 😂😂😂,
11825,Còn nhiều lắm. 1 trong số đó thôi😌,
11827,Trịnh [NAME] m koa nhu zax ko???,
11828,m k thấy t đang ế mốc meo à,
11829,[NAME] Duy cảm giác ấy có ai hiểu thấu 😃,
11831,thôi thôi quên ngay và luôn đi nha :)),
11834,[NAME] lại chụp hình em đăng lên mạng cho dân nó cừoi em là sao,
11835,[NAME]. A la thằng ôm gái đúng k âhhaa,
11836,[NAME] chuẩn. Làm như vậy dân mạng sẽ đánh giá anh,
11837,Anh [NAME] dau gop phan dot nha a',
11839,"Cứ ngỡ mém xíu là hết ế, ai ngờ bị rủ đi làm bình phong 😂",
11842,Nữ chính ngôn tình thành nữ phụ đam mỹ 😂,
11843,Chỉ là đang dối trá mà thôi,
11845,ngồi cùng ghế nhưng 2 tâm trạng,
11847,[NAME] a quá đáng lắm nha,
11848,[NAME] mới ngày nào đây,
11850,Kim Ngân hp còn chê..có 2a bên cạnh.😎😎,
11851,[NAME] tiếc là nhỏ trog hình k phải mình😂😂,
11853,E đây chị ơi. E có sổ hộ nghèo có được ưu tiên không ạ!,
11855,Chị ơi em sẵn sàng để iu r chị ơi =)),
11856,Sao nghe quen thế nhỉ 🤣🤣,
11857,A lại đi lừa con nhà ai à :))),
11858,A lừa đc ai cơ chứ 🤣🤣,
11860,A biết một câu chuyện tương tự thôi kkk,
11862,[NAME] biết là ai luôn nha hyung Thành Lê :)),
11863,Quyền Đặng  đấy sống sao mà để ai cũng biết kkk,
11864,Quyền Đặng a bị chứng mất trí nhớ tạm thời rồi a ko nhớ gì cả :))),
11865,Chị ơi em mới 19-20 nhưng em kh như anh đó đâu :v,
11866,có ai thích cô giáo không  ?,
11867,Chết chết lỡ thích chị kia mất r 🙁,
11868,Vinh Đình thâm chưa =)))),
11869,[NAME] vl học gấp =)),
11870,[NAME],
11872,"đọc đi đọc lại vẫn thấy bạn trai Ngờ u ngu :v , ai bảo kêu bạn gái thích gì miễn e vui là được. Thì giờ đi theo thằng khác qua đấy là niềm vui. đáng lẽ phải vui cho bạn gái chứ, sao lại Bờ lốc =))
#Ost",
11873,"3 năm rồi bạn à , ng ta block bạn chắc có lý do , lý do là gì là nó đã có nym rồi nên ko muốn nym buồn phiền và cũg ko muốn nyc thấy mình có nym nên mới làm vậy , xin làm gì nữa cho mất time nè . Chấp nhận sự thật nè bạn .",
11875,Chúa tể của những chiếc sừng 🙂 tự tặng cho mình cặp sừng đẹp nhất to nhất 😌😌😌😌,
11876,"[NAME] thế éo nào . [NAME] nhìn LCC tớ lại chỉ nghĩ đến cụm từ ""Lút cc"" 😆😆 lút con cút luôn cậu ạ 😆😆",
11877,Công Minh 😂😂😂 thỳ th để ngta nói v đi bạng kkk,
11878,Tự dưng chốt hạ câu đó làm bạn nữ có lý do để ra canada cùng thằng khác. Xin chia buồn ạ,
11879,"theo dõi để biết anh có thiếu canxi không, mốt em gửi anh thêm mấy bịch canxi giúp tăng chiều cao à :v",
11880,[NAME] hay là nó về cắm thêm cái sừng cho cao thêm tí nhỉ,
11881,[NAME] 3 cái con iu quái này t nghĩ là bỏ block để mai mốt về VN còn đi xoạc dạo 😃,
11882,[NAME] lại xoạc thủ :v,
11883,Phận là con trai mọc d....ái cho người ta sơi....chơi xong bỏ ...sỏ cho cặp sừng..... rồi giả vờ tình cảm .. kết thúc bằng lời xin lỗi !!,
11884,"Thề lun. [NAME] nói mấy câu dạng như. Em cứ đi đi, em vui là được, em im luôn đi. Cái ngta im thật rồi ngồi cay cú 😂 sau đó..., à mà k còn sau đó đâu, chắc chỉ áp dụng tại thời điểm đó thôi.",
11885,"[NAME] nó vẫn sống khoẻ nha e. Tuy mặt nó h có tý son phấn nhưng nhìn vẫn rất đĩ e à. Nó khoẻ lắm suốt ngày ăn chay niệm phật nhớ e. Suốt time chia tay e nó chẳng làm dc gì cả, chỉ quen sơ sơ 2,3 con để chơi bời thôi. [NAME] cứ yên tâm :3",
11886,[NAME]  m xàm lol vừa thôi...,
11889,[NAME] nói gì nữa kkk,
11891,"Bạn trai ơi đừng unblock nha. Từng trải y như bạn rồi. Mất hẵn 3 năm để không còn buồn nhưng thật sự là đánh mất luôn con người lạc quan của bản thân. Nếu người ta muốn theo dõi thì có đầy cách, lập 1 cái acc clone cũng được việc gì phải xin unblock. Mà thế đã bảo đi du học cùng 1 người con trai khác thì còn theo dõi bạn này làm gì? Để bển không thương được ai rồi cũng có chỗ dựa hay gì.",
11892,Đọc khúc đầu t cứ tưởng sừng của m :v Nguyễn Minh Thái,
11893,Matthia [NAME] mở block cho người ta xem cuộc sống em ra sao kìa 😂,
11896,Đọc khúc đầu đang phiêu tưởng tặng mình đến khi thấy chữ Cường 😂😂😂,
11897,[NAME] ba nội ảo tưởng,
11898,"có cảm giác như chị luôn bên em, hạnh phúc vì đâu đó có người đang dõi theo :[NAME] :v :v",
11899,chả nhẽ giờ tự viết confession gửi mình :v :v,
11900,[NAME] do nó cứ xuất hiện trên new feet của c🤣,
11901,[NAME] ĐI CHỨ ĐỂ NG TA ĐI NV À,
11902,[NAME] h em phải làm sao,
11903,[NAME] . Chạy qua nhà nó đi còn kịp,
11904,Đã đi vs ng khác còn muốn quen ng củ,
11905,Đúng rồi. Mầy kì cục quá nha,
11906,Thành Đạt kkk. Cái thể loại này nên tuyệt chũng,
11909,[NAME] ngta viết cho m kìa,
11910,trong tình cảm không phải giữ lấy mà là hy sinh cho người mình yêu,
11911,Tường [NAME] cần lắm cho bạn gái 1 bạt tai cho tỉnh ✋✋,
11912,[NAME] tỉnh vl.th kia đâu r nhỉ,
11914,[NAME] hk phải em là đâu phải em :)),
11915,[NAME] za! Chối bỏ quá khứ nha 😂,
11916,[NAME] :)) em làm gì nhìn quá khứ em chỉ nhìn hình tại và ngắm nhìn tương lại thôi,
11918,[NAME] bạn gái a gửi a này [NAME] kkkkk,
11921,[NAME] Hoàng Minh Thịnh Hoàng Nam Bảo Bảo Huy Le bồ cũ Lê Cường hả 😄😄,
11924,[NAME] tưởng thằng kia ko đam mê bồ,
11928,t thề luôn nó mà nhìn thấy mặt m nó k chém cho lở mặt thì t đéo phải là t luôn.. cắm cho nó cái sừng rõ to và dài.. k cay cú hơi phí 😂😂😂😂😂,
11930,Mâm nào cũng có mặt hè ^^,
11931,Le Tran Tam Thi tại e đọc mà mắc cười quá cô ạ haha,
11932,[NAME] cuộc sống mà trâm gầy,
11933,[NAME] ny bạn à :v,
11938,Tiểu cường [NAME],
11939,[NAME] có thì bỏ chặn nta ra nha m.,
11940,Cái mình nói ở đây là cái đích cuối cùng mà mình sẽ nhận được.,
11941,[NAME] sao t nhìn  mấy cái loại so sánh vớ vẩn kiểu đạo lí kiểu này nóng mắt đcđ nhá.,
11942,[NAME]  =)) quan tâm gì mấy thằng ngu h k khẩu nghiệp nữa,
11943,nếu ai cũng hiểu được điều này thì đã không có chân dài cặp đại gia 🤣🤣🤣 nếu hiểu được thì đã không có mấy đứa bị cắm sừng! loằn nào chẳng là loằn... ciu nào chẳg là ciu ok 😂,
11944,"Giữa hàng tỷ khúc thịt cương cứng len lỏi giữa những thớ thịt mềm mại trong căn nhà, phòng trọ rách nát với tương mai mù mịt vẫn ko bằng 1 khúc èo ọt giữa ngàn tỷ vnd lẫn tương lai ăn phá cả đời k hết vẫn hơn :))))) à liên hệ Thành Đạt nếu có bạn nam nào muốn lên đời nhé !!",
11945,"1h của t được 33k còn của sếp t là 80k, khác nhau đấy
Hút bao thuốc 100k thì nó đỡ độc hơn là thuốc 20k, chết lâu hơn được mấy năm
Ngồi ghế thương gia ít ra cũng được sướng trước khi chết
Ăn cơm với thịt canh cũng no mà ăn cơm không cũng no, tại sao phải cần thịt với canh ? Vì đó là nhu cầu mỗi người khác nhau, cái đích giống nhưng quá trình khác sẽ khác biệt, đi từ quận 3 tới quận 1 đi bằng xe máy đỡ mệt hơn là đi bộ, và không phải ai cũng muốn đi bộ trừ khi họ ko có xe máy, tương tự, không phải ai cũng thích đồng hồ 500k trong khi họ có thể mua cái 500tr.",
11946,Riêng t thấy ăn tô phở 20k với tô phở 50k nó khác nhau lắm 🙁,
11947,[NAME] anh linh lúc nài cũng gắt,
11948,Đó là sự thật mà em. :v,
11949,Tống Mạnh Linh  dưới em 20k với 50k ngang nhau à anh oie coa khi 50k còn dở với ít hơn,
11950,Ly trà sữa 23k khác ly 43k mà,
11951,Nhung Hoàng chị chuồn găt quá,
11952,đọc 3 lần rầu mà quẫn chưa thông nà thế lào chờiiii 🤓,
11954,[NAME] do cái trốc chưa thông 😅,
11955,chèng đét ơi mệt mỏi,
11958,Ngta năm 3 năm 4 năm 6 năm 7 còn ế kìa. Chú mới năm 2 tuổi gì :)). [NAME] như cả trường có mik chú [NAME]. ^^,
11961,Trời ơi.. muốn có ny đúng k... ăn muối nhiều vào... chứ cứ nt e đang lmj.. e ngủ chưa.. thì ai mà muốn nt vs ông... thích ai thì cứ tỏ tình đi đừng ngại mình xấu.. biết đâu ngta mù thì sao.. đâu phải con nào cũng yêu vì tiền.. nó k quan trọng chuyện đó đâu quan trọng sau này bạn lo cho nó hay nó phải lo cho bạn thôi. [NAME] rồi còn nhát gái.... thế tán tạm mấy thằng đực đi ^^,
11962,[NAME] thì gái nào chả tán.,
11963,Danh Phạm chỉ có t vs m là đàng hoàng nhể,
11964,[NAME] làm gì có biết tán ai ^^,
11966,Đình Đạt t còn chả quen biết đứa con gái nào đây này,
11967,Hãy sống thật đi bạn trẻ,
11968,Đạt Nguyễn e đừng có xạo,
11969,Cherry Nguyen e nào có xạo.. oan e quá hiccc,
11970,Giờ mà muốn có người để thương mà ko cần tốn nhiều tiền thì tìm đến Amata hoặc Bv Nhi kìa,
11971,toàn bê đê đứng đó ko :v,
11972,Miễn sao có xài là được r :))),
11973,"Học ko lo học suốt ngày yêu đương a mày năm 5 rồi mà vẫn F.A đây này chú mới năm 2 thì lo cái gì???
Đậu xanh buồn ếu chịu đc",
11974,Vì Mạnh Lâm thích trai cơ mà,
11977,"Muốn làm quen với gái mà nhát thì nên từ bỏ, tập trung vô học là vừa. Nếu ngoại hình bạn như vậy mà nó thích bạn thì đó mới là thật lòng, nồi nào úp vung nấy thôi, còn nồi tròn mà úp vung méo thì phải lấy kinh tế đắp vào chỗ méo bạn nhé",
11978,[NAME] học bên kia mà sao trg nào bên đây cũng thấy a vậy -.-,
11981,[NAME] Hoàng Nam nhát thì 200k 1 slot cầu sập. Trước lạ sau quen,
11982,[NAME] có điều kiện hơn thì s bạn,
11986,[NAME]  biết mà! Nói vui thôi,
11987,[NAME] lầy quá. biết là nói đúng rồi mà cũng phải từ tốn tí chứ,
11988,Dung Ngô bạn này năm nhất chưa có mối tình đầu nha anh ơi,
11989,Wtf sao tus nào cũng có mặt m v :)) Lê Anh Tuấn,
11990,:3 chỗ nào đông vui là có tao hết,
11991,"[NAME] vậy luôn, thua. Lo clb pubg mobie của m đi :))",
11992,đang chiến với gái kế toán thây,
11993,[NAME] vcl ghê z ba,
11996,Mấy bạn con trai học chung cũng đc đấy! Yêu đại đi cho bớt cô đơn! [NAME],
11998,"Tuổi này lo ăn với học đi, yêu đương tuổi này chả mấy chốc mà cao thêm [NAME] phải k mày :))))",
11999,"Muốn thay đổi thì tìm mình nhé , mình có bán quần áo mặc vào là đẹp là hết ế . 😆😆😆",
12000,[NAME] cơ hội ghê,
12001,[NAME] e muốn tốt cho các bạn mà,
12003,[NAME] bạn này tuy lép toàn diện nhưng cũng ok nè anh ơi,
12006,[NAME] pr như m t k cần nha :)),
12007,Thôi e ơi yêu đương làm gì rồi lại khổ đấy ... lo học đi ra trường rồi có công việc ổn định có tiền là tự khắc có à e 🤣🤣🤣,
12008,"K sao đâu cậu, lập tức chạy lại phòng đào tạo xin giấy bảo lưu kết quả học tập và chạy qua TQ bán vài món nội tạng quay về giụt vào mặt nó",
12009,"Bạn nữ nào chưa có ai thì lh [NAME] bảnh trai, đá bóng giỏi, khả năng gánh team cao ✌",
12010,E cô đơn quá e muốn có ng iu là gái...may chị em mại zô nào,
12011,Đm 3 năm r t còn k mặn mà đéo có tiền ăn với đóng tiền học thì bồ làm mẹ gi [NAME],
12012,Nhìn mấy đứa năm nhất đã thế :v mình năm 3 trắng trẻo dễ thương thế này còn đếu có n.y mà :)),
12013,[NAME] 30p có thừa mà vẫn v,
12014,[NAME] nghĩ [NAME] m nên đk một slot đi để hãm bớt bts của m đi phải k [NAME],
12015,Phải là: để cho bạn viết tus này  . Cho phương 1 cơ hội mới đúng,
12016,"Biết đâu lại một mái nhà xây, nuôi cả bầy gà ấy để sau còn đãi t vs m😄😄",
12017,"bạn gì ơi nếu đọc đc comment này , làm quen nhé 0964495939",
12018,"[NAME] chưa bồ nha bank gì ấy ơi 0357912404 sđt của m ,rất mong đk làm quen, à m dùng 2 số nếu k gọi đk thì có thể dùng số này 0377929460",
12019,Như Phạm còn trinh đang cô đơn nha anh ơi kkkk,
12020,Thế năm 4 ko có hả 😂😂😂,
12021,chị lớn r em hỏng chịu :3,
12022,À còn bạn [NAME] đống mạng nhện cần người quét nhé anh ơi kk,
12023,Ba má còng lưng kiếm tiền cho lên đại học lo yêu vs đương 🙂,
12024,ủa bạn là ai v mình k quen :3,
12025,Giống như bạn đang tự tát vô mặt bạn đó [NAME],
12026,[NAME] ơi lo thoát nghèo đi ế để sau đi,
12027,1 thanh niên ế thâm niên chia sẻ,
12028,Đề nghị Add kich thằng ra khỏi page đi 😂😂😂,
12029,Đậu mía cmt dạo mà k biết hả,
12030,Chị năm tư đc k em.có bé năm 2 nua nè.kkk Tiên Mai,
12031,[NAME] tiên là của e nha chị. K đc k đc,
12032,Tiên Mai tiên thuộc về ai.kk,
12034,[NAME]   ta buồn quạ,
12035,[NAME] đỉ lol.. kb ứ ai chấp nhận mà cứ vào comment..  cay =)),
12039,Còn khoa xây dựng thì sao nhờ =))),
12040,Để t chống mắt lên sem chúng m fa đk bao lâu 😂😂,
12043,[NAME] chuyên mục  gạ trai  bắt đầu,
12045,[NAME] bạn mình vẫn ế nhá [NAME] =))))),
12046,Bạn mình cũng giống cậu nè cậu ơi.,
12047,Trời trời..  Trời qơi,
12048,[NAME] bạn này đang cô đơn nè anh😁😁😁,
12049,Tao lại chửi cho 1 trận lại sợ ngay ý mà 😂😂😂😂,
12050,[NAME] nghi mày lắm Lê Nguyễn Hùng Tín . Chán ế đều chứ riêng mk ai,
12051,[NAME]  m lại xạo lìn rồi..  haha..,
12052,[NAME] nghi lắm nha,
12053,"của tao đấy..  =))
mà bọn con gái trường mình xạo lìn vãi..  tao vào kb éo con nào chấp nhận..  cay =))",
12054,[NAME] thanh niên. Thôi mày ơi sự nghiệp chưa thành lsao mong cầu nữ nhi 😂😂😂,
12055,[NAME] hay lắm mạnh..  tín thích câu nói này. ..haha,
12056,T mà lại ns v thôi chứ sự thật là ko ai dòm ngó 😐😐😐,
12057,[NAME] quá cay m ạ..  =)),
12058,[NAME] kết bạn nhé,
12062,tr ơi tui thấy bà cùng cảnh ngộ nên tag thui mà 😂😂,
12063,Cũng muốn có ny mà lười với mất cảm giác với con gái rồi! ^^,
