id,content_anonymized,label
2382,[NAME] ko biết phải người quen tụi mình không ha,
2384,[NAME] bữa nào thấy đc mời đi uống trà vs ban lãnh đạo là bk à,
2385,Anh [NAME] uống cũng âm thầm mấy đó giấu kĩ lắm,
2386,[NAME] mình âm thầm xem coi phải ấy ko 😂,
2388,[NAME] ra trường r mà vẫn đi bịp à,
2389,[NAME] t còn rớt môn lên rớt môn xuống mà đòi bán điểm cho ai :))),
2390,[NAME] Trần chứ hả🤣,
2391,[NAME] ảo thật đấy,
2392,Thụy Trần tí thì bị hiếu moon thuốc,
2395,Ây da xém nữa em mua mấy môn lun r :)),
2397,Oanh [NAME] ai trong 3 đứa này khai ra đi ngta phốt kìa tròi oi,
2398,Bích Ngọc 🤡 mới cắn có ít mà bị méc rồi chán ghê,
2399,ad cho xin thông tin để liên hệ vs 😁,
2400,[NAME] có vụ này luôn hả,
2401,[NAME] xờiiii xờiiii dữ dị seooo,
2402,La Thanh Thảo Ngọc Trang Khánh Linh Trần Epes Hmy Thuỵ Thanh Tuyền,
2403,[NAME] bạn thấy sao nào,
2404,Chắc phải tuyệt vọng lắm mới tìm đến giải pháp này,
2405,[NAME] cảnh giác nhé bạnnn,
2406,"[NAME] saoo nhắc có mình bạn zay
Sợ bạn mua điểm hỏ",
2407,[NAME] tại bạn có tiền để mua còn [NAME] có tiền đâuu,
2408,Nghe tới tiền là nghe mùi liền =)).,
2409,[NAME]  tk này chứ ko có lùa gà ae sv,
2410,[NAME] gọi dell thèm nghe máy thì cut,
2411,[NAME] kkk đang tu đợi xíu,
2412,[NAME] nhói,
2413,[NAME] [NAME] cần biết thông tin này,
2414,[NAME] mua điểm j ta,
2415,[NAME] cẩn thận nghe chưaaa :[NAME],
2416,Tại sao giờ trường mới phát hiện mà trong khi vài năm trước đã có rồi,
2417,Tấn Quỳnh mày làm điểm mà mạnh miệng quá ha,
2418,Quốc Khánh gì có tiền làm,
2419,Tấn Quỳnh ai biết nghe giang hồ đồn 😂,
2420,"Quốc Khánh nghe, nào thấy r tin",
2421,"[NAME] ko đc mua điểm thôi,chứ mua CTXH và mua luận văn thì đc",
2422,[NAME] các em lại quên lời thầy [NAME] ròii:))),
2423,[NAME] m đúng ko t nghi m lắm 😃🤨,
2424,[NAME] nghe danh đã lâu,
2425,Còn j nữa đou mà khók vs sou 🤣🤣🤣🤣🤣 -1 sv,
2426,Kim Mai thật là ngu ngốk 😂,
2429,[NAME] qua có đứa bảo mua điểm cho xong đoá🙂,
2430,Mỹ Duyên tố cáo luôn. Bạn [NAME] điểm đc loại giỏi này,
2431,[NAME] ta giỏi kiểu khác bây ui😕,
2432,[NAME]  nói bé bé thôi nào 😄,
2433,Mỹ Duyên đâu có dễ ăn tk được 🤣,
2434,Đc mà là Rút kinh nghiệm á😂😂,
2435,Lương Trọng Hiếu  câu này hay,
2438,Thiếu thì phải đóng thêm thì mới dc ra. Chứ thừa thì….,
2439,Đa Thị Ái Mỹ chị còn hong,
