id,content_anonymized,label
14467,Tụi nó có biết làm bài tập đâu!!! Lấy của ngta nộp cho cô chép lại rồi nộp lần nữa!!! Chứ có lớp nào mà cả lớp 100% sv giỏi đâu mà cả lớp ai cũg làm bài đc 🙂,
14468,Sơn Vũ Dũng [NAME]. đối với sinh viên nhà xa thì app này ngon đấy bạn ạ. :v. Với lại làm trên máy tính mượt cức lắm mà. :v,
14469,[NAME] t đồng ý kiến trên,
14471,chắc ở nhà k đk ngắm gái chứ j,
14472,Ấy bình tĩnh. Cái gì cũng có 2 mặt của nó. Như những người đi thực tập xa và tận 9 tháng như mình thì hoc oline là cách tốt để kịp chương trình nhé. Thời đại của mạng truyền thông rồi thích nghi đi bạn,
14473,"Cái này là làm bài tập thôi nha a,không có giảng bài được ,anh học theo tiến trình như thế nào vậy ạ ?",
14474,Còn chưa kể bạn [NAME] của mình mỗi lần vào edmodo đều đòi đập điện thoại :))))) 1tr5 để hc ở nhà và 11-12tr để mua lại đt 😞 Nguyễn Nhật Vi,
14475,Bạn nên gặp trực tiếp  thầy hiệu trưởng... chứ nói trên đây thì ăn thua gì :))),
14476,[NAME] nỗi lòng của mình kìa. Học online rồi quay clip nộp nhóm e lạc trôi về đâu rùi,
14477,"nói chung phần mềm thì không hẳn là k tốt nó có rất nhiều những thứ khá là hay ho , nhưng mình nghĩ nó nên dừng lại ở chỗ chỉ là nơi chia sẻ tài liệu , thông tin như fb thôi chứ không nên là nơi học onl vì ở đây , mình cũng đã bị lôi khi  mình đang dăng nhập môn học thì k biêt do phần mềm bị lỗi hay máy mình có vần đề , mình đã bị ao khỏi lớp k 1 lý do , mình phải xin thầy cho mình vô lớp lại mãi thầy mới chấp nhận , mong nhà trường suy ngĩ lại , vì nó liên quan trưc tiếp tới viêc học ủa từng sinh viên tới kiến thức , khoong tì it nhất cần có thời gian làm quen từ từ với nó mới có thể đưng nó vô làm một phần của môn hoc được , chứ tự nhiên một phần mềm lạ hoắc với sinh viên làm thay đổi quá nhiều thứ như vậy có lẽ là k nên",
14478,"Học online tưởng như thầy giáo nói chuyện qua mạng với học sinh nhưng không phải, up bài học lên rồi tự tải về học :))",
14479,"Cho em hỏi nếu trường hợp sinh viên không đủ điều kiện mua điện thoại hay laptop thì sao ạ. Đâu phải nhà ai cũng có điều kiện mua đt ngon. Thứ 2 nó có giúp cho sv học tốt hơn không hay những thành phần lười lại tiếp tục có nhiều hơn. Thứ 3 nhà trường đã thực sự mong muốn hiểu tâm tư của sv chưa. Theo ý kiến của mình. Đi học như 1 dịch vụ. Bỏ tiền ra thì cần những gì tốt nhất cho sv đã bỏ tiền bạc, công sức và thời gian nhưng thật sự đã thu lại gì cho sinh viên hay là có những giáo viên quá vô tâm vs sv tụi em. Tụi em chỉ cần một không gian thoải mái để nâng cao kiến thức và kỹ năng của mình. Đi học là một niềm vui chứ k phải là đi tù",
14480,không phải riêng trường mình đâu mấy trường khác ngta đã bắt đầu mô hình học này lâu rồi...mấy trường nước ngoài í :>,
14481,"Mình thấy edomo ok mà nói chung là thế này, học đại học là do bản thân nhiều hơn, tự học là chính.
Hảy siêng tìm câu hỏi hay kiến thức mới để hỏi trên edmo.
Nếu lên trường ngồi nghe lý thuyết thì bạn lại càng chán.
Theo mình thấy edomo có thể giúp các bạn đi làm thêm giải quyết 1 phần nào đó thời gian.",
14482,Chúng ta nên chuyển hẳn sang trường đại học mở nhé :))) nếu thích học theo kiểu Edmodo :))),
14483,Cái này theo quan niệm của bạn thôi. Phần mềm đó không hẵng là không tốt. Khi ở nhà làm một bài tập online thì sẽ tập cho bạn tư duy suy nghĩ nhiều hơn tích cực hơn(với các thanh niên ham học) nếu không hiểu có thể hỏi trực tiếp giáo viên giảng dạy để hiểu thêm vấn đề. Còn nếu là thấy nhàm chán học online thì chắc thì học trên lớp đã chăm chú đâu. Vì vậy trên phương diện nào đó cũng xét 2 khía cạnh chứ đừng nhìn mặt hại mà không nhìn mặt tích cực nó đem lại ^^,
14484,"Xin đồng cảm Xét...về tình yêu thì hứa chỉ là 1 tập xác định để sau khi tính được nghiệm, xét lại có đúng ko vậy nên hãy yêu và yêu sau khi có nghiệm thì xem lại tập xác định ban đầu mở ngoặc Công thức giải hệ số đóng ngoặc.
#Ost",
