id,content_anonymized,label
9344,"Hãy nuôi 1 chú như này là cuộc đời bạn sẽ thay đổi , tin mình đi :)))",
9345,Mình cũng cần lời khuyên 🙂,
9346,Đi làm đi bạn chọn công việc mình yêu thích lúc đó tâm trí sẽ để hết vào công việc sẽ ko có chuyện đi chơi mà buồn chán nữa :)),
9347,Nghỉ học nghỉ làm 1 2 ngày. [NAME] nhà hay đi chơi cho nó thoải mái cái đầu đi. Mai mốt ra đi làm.còn suy nghĩ hơn vậy nữa,
9348,"Đến mức này thì cần phải điều trị về tâm lý, ko về sau chưa biết chuyện j xảy ra",
9349,[NAME] nên tìm cho mình 1 mục đích  tốt để  phấn đấu và  loại bỏ bớt những thứ tiêu cực đối vs bn đi nhé,
9350,Chiều đi ra chợ chiều hoặc cô nhi viện... và xem lại bản thân mình may mắn thế nào.chào,
9351,tóm lại ngắn gọn là không nên yêu trai DNTU :v,
9352,"🙂 còn trai tài chính, kế toán, nhà hàng, du lịch chưa bị phốt nhỉ, hóng nha",
9353,"Nhà bao việc,  học bao bài,  yêu đương gì tầm này",
9354,có bạn nào học khoa ngoại ngữ hông? cho mình nhờ tí,
9355,"Anh [NAME] nhất định là anh [NAME] rồi, ben sống lỗi quá ben ạ",
9356,Trai thực phẩm ngoan lắm nha mọi người ơi :))),
9357,Hồng Thị Kim Trần kìa b. DNTU kìa. [NAME] trai trường mình ra nhen... kkkk,
9359,Ba mẹ đóng tiền đi học để yêu đương à ? Yêu đương chi rồi lên đây than không lo học đi sau này còn sánh vai cường quốc năm châu🙂,
9360,Đừng yêu con trai nữa chuyển sang yêu con gái cho lành đi e,
9361,Anh [NAME] anh [NAME] anh [NAME] Lại nhớ tới cái thời học gdcd lớp 12. Xoắn não 🥴,
9362,Xin phép cười méo miệng vào mặt thằng [NAME] hl đó🙂,
9363,Học kh lo học yêu đương chi để khộ🤣,
9364,[NAME] liên lụy ảnh hưởng  đến những ng tốt như mình và 1 số bn nam dntu khác 🙁,
9365,Nhà bao việc yêu đương cái gì k biết,
9366,Câu chuyện nó như bài tập giáo dục công dân lớp 12 thế nhỉ.,
9368,Yêu tao thì được hơn =))),
9369,"Sv thì lo học với đứng đường đc rồi, yêu với chả đương lề đường bao chỗ đứng",
9370,"Thấy căn tin trong trường giá cả phải chăng sinh viên mà các bạn cứ ăn ngoài làm gì. Cô căn tinh cũng vui tính mà thấy căn tin sạch sẽ hợp vệ sinh hơn bên ngoài nhìn nhếch nhác, quán cơm nóng nực tối tăm, tường rồi nền thì đen thui. Nhìn không gian ăn uống không hợp vệ sinh cho lắm",
9371,đảm bảo với các bạn phần ăn ntn với giá 25k bạn thử so sánh b ăn sườn sụn giá mua về 200k 1 kg nên phải bán vậy muốn ăn ngon thì chịu mắc xíu .hiên tại bây giờ sườn nướng gà kho... vô số món 17k sao b ko nói trong khi mọi quán ko ai còn giá 17 cả b. bởi cả đời b ko đi chợ nên ko biết giá  nhắc nhẹ b nên cân nhắc trước phát ngôn của m  ăn ngon mà rẻ cứ dt về hỏi mẹ cho kĩ rồi nói nha. mọi thắc mắc có gì ra quán gặp chi chủ ko phải quơ cả nắm nha b,
9373,"[NAME] từ khi nói chuyện thái độ với mình , làm như mình đi xin cơm quán đó ăn :)) thì từ đó mình không mua cơm ở đó nữa :))",
9374,Tiền nào của đó. Ăn món đắt thì vậy chứ phải món nào cũng  25k.  Tốt hơn hết cứ đi chợ mua đồ thì biết giá cả rồi mới nhận xét,
9375,Trước cũng hay ăn ở đó mà. [NAME] khẩu vị. Với lại mình là người dễ tính nên ăn ở đâu cũng toàn tự mình phục vụ mình cho thoải mái. Bây giờ thì ít ăn vì giá hơi cao. [NAME] ăn bên cơm tấm Bảo Bảo thui ☺️☺️,
9376,Mình ko phải sinh viên nhưng nghiền quán trung mập :)),
9377,"Ăn cơm ở quán trung mập đi, chú trung vui tính nắm 🤣🤣",
9378,Khuyên thật lòng trc cồng trường đa số là đồ ăn không ngon,
9379,"Mẹ mới gửi đồ lên , đành ăn ở nhà v :))",
9380,Có em trai nào đá FO4 ko? [NAME] mình vào giao lưu vài trận nào ^^,
9381,[NAME] đắng lòng thanh niên kug cảnh ngộ kk,
9383,"Ăn hợp vị mà bảo 25k mắc ????
Cái logic củ cứt gì đây :))
Bh heo gà vịt, nhất là heo lên giá sml mà đòi rẻ và phải hợp vị thì nên đề nghị phụ huynh bạn nên lên đây mở quán cạnh tranh r sẵn nấu cho bạn ăn luôn nha.
Ăn cái món cho đắt dô r phốt ngta.",
9384,"[NAME], Bảo Bảo, kế Tomato cứ thế mà ăn không ăn đâu hết 👍",
9385,Tốt nhất ăn Trung mập. Gắn bó vs quán đc 8 năm rồi,
9386,Ăn ở ngoài gần trường quán 168 là hợp lý nhất. Ăn không bị đau bụng hay khó tiêu như quán 34.,
9387,[NAME] ăn cơm Bà già Hill là chất lượng nhất ngon bổ rẻ lại còn cho thiếu =))),
9388,4 năm đh toàn ăn [NAME] :3,
9389,Cơm căn tin gì cũng tuyệt chỉ mỗi cái c mới phụ bán gần đây là kh thôi😪 Hằng Kenn,
9390,"Không thích mặc ấm, thích mắc rách te tua tơi tả được hem?",
9391,"Ở nhà sướng lắm mn, mn đừng đi học nhé =)))))))",
9393,Chả nhẽ lại ôm mền đi học😪😑,
9394,[NAME] lạnh vầy mà còn phải mặc váy của khoa😭,
9395,Lạnh quá lười đi học 😢😢,
9397,Lạnh quá may ban oiiiii,
9399,Được mỗi ad có tâm trong mùa lạnh 🤣🤣🤣🤣🤣,
9402,Khu G bao ấm lun 16°c,
9403,Nhà đáp chăn ngủ cho rồi học chi 😁😁😁,
9404,Lạnh đắp mền ngủ tiếp,
9405,Thời tiết này rất thích hợp để NGHỈ HỌC,
9406,Xin ad hãy phát... à mà thôi :(((,
9409,"6h hỏi chả lạnh, h nóng rồi nhé, mọi người cởi bớt ra cho mát nhé",
9411,"Mọi người đừng để thời tiết lạnh như thế này, đánh lừa bản thân muốn có người yêu nhé :))",
9415,"Chả có gì phải khóc , đây nắm tay, đi du lịch chung, ngủ chung ( không làm gì cả ) ... đến khi tỏ tình lại bảo xem nhau như bạn. [NAME] không ?",
9416,Chị chị em em dành nhau cây cà rem😂😂,
9417,"Nếu một mai em đi yêu thằng khác
[NAME] sẽ buồn nhưng không khóc đâu em
[NAME] ngậm ngùi tay cầm chai axit.
[NAME] mỉm cười 2 lít đủ không em?",
9418,Đừng buồn nữa nghĩ tiêu cực cực nên . Chỉ con trai mới mang lại hạnh phúc cho nhau 😁,
9421,"Bảo vệ cho e nè chị ơi
Nguyễn Trinh chin nếu muốn",
9422,quay nhầm nó vào ô mất lượt,
9424,"Đến lúc tìm thấy được người cần dc bảo vệ và che chở
Thì cô ấy lại chưa chấp nhận lời mời kết bạn của mình 😢",
9425,Tìm được người mình muốn chăm sóc cả đời thì người đó có ny 😞,
9426,"Từ lâu em chỉ xem chúng ta như 2 chị em
Nhưng trong thật tâm ko biết ai là chị là emm",
9428,1 câu chuyện khá buồn =)),
9429,"Mình thấy con gái có 3 kiểu, một là đào mỏ không thương tiếc, 2 là đào mỏ xong thấy người đang bị đào tốt quá nên thôi không đào tiếp, 3 là không đào và yêu thật lòng. Chắc bạn đang nằm trong số 2 :v",
9430,Nếu thực sự tính anh như vậy thì .. Anh nghĩ thế nào về việc hôn nhân đồng tính ???,
9431,Cái này là phim hay chuyện thật vậy ạ?,
9432,[NAME] trả đĩa bay cho a về hành tinh của anh đi :))))),
9433,lại là đi vệ sinh ở nhà nghỉ :)),
9434,[NAME] thôi ở ế tiếp ... gái gù gì tầm này nữa ...,
9435,Dạo này trường mình toàn lấy kịch bản trên phim ra viết cfs ko nhỉ 🙂,
9436,Khánh Trình chị này sv năm 3 mỏ địa chất,
9437,"May là chị ấy nói sớm, khong lại đổ vỏ rồi 😌",
9438,"Á đù, lắm phốt thế nhỉ 🙄",
9439,Ơ ơ cuộc đời của bạn lại đi nhờ người khác khuyên à,
9440,"Cuộc đời mình thì tự mình quyết định lấy bạn à,cfs đa phần là sinh viên  còn đang đi học,hỏi trên này thì cũng bằng thừa,lo học còn chưa xong thì đưa lời khuyên chuyện cưới nó xa vời lắm",
9441,[NAME] dời. Con e đấy a 🤧,
9443,Bảo Ngânn ủa chứ chị muốn sao ủa là sao má🙂🙂,
9444,Lí do đơn con chị nó giản là có th đổ vỏ khác ngon hơn a r. E xin lỗi đã nói v khá thô nhưng thiệt a à 🙁,
9445,Cổ tích thời hiện đại 😅,
9446,[NAME] 🤭 tui có đào mỏ không nè,
9447,Anh ơi tình yêu của anh mà anh ko biết nắm lấy à. Con trai như v là ko đc rồi. Mong anh hay nắm lấy tình yêu đừng buông tay chị đó để ae khác ko gặp. Thân ái quyết thắng,
9448,Lời khuyên của cá nhân mình thôi rửa tay bằng xà phòng lifebuoy trước khi ăn và sau khi đi vệ sinh,
9449,Tại có thằng đổ vỏ giàu hơn.. thế cũng lên đây thắc măc..,
9450,"Bi Hoàng khai thật đi, m là tác giả của đứa bé trong bụng BM Ngọc pk? 😏",
9451,Đau não vkl một đứa chịu đổ vỏ một đứa ko muốn đổ vỏ😑,
9452,[NAME] m bảo t đọc cái gì v 😆😆😆,
9453,[NAME]  phải m không 😂,
9455,[NAME] con không phải của anh 🙂,
9456,thì vậy đó chứ sao... 😁😁,
9457,"10 tỷ % xiaolin đó anh, pha đó anh giả ngu 1 tý có khi dc yêu thêm 2, 3 ngày :))w",
9458,"Đề nghị ad bớt chém gió, để ae bớt hoang mang😌",
9459,"A ơi , a ráng giữ Cô ấy đi , a đừng bỏ cuộc , không thì khổ tụi con trai chúng e ạ :))",
9460,Dẫn bạn bè đi ăn mường đi :)),
9461,"lương anh này khá phết 🤔 1 buổi 500k
1 tuần đi ăn 4 lần đều đặn là 2 tr
mà tháng có tận 4 tuần
vậy thì 2 tr x 4 tuần = 8 tr chỉ là để đi chơi với bạn gái 🥵
rồi tiền xăng xe 🤔🤔 ra trường được 2 năm mà tháng nào cũng chi 8 tr để đi ăn với bạn gái không 🤯
😢 ước",
9464,[NAME] Thy [NAME] căng :)),
9468,"Bạn ơi, mình có biết combo bò 169k này, ko tốn tới 500k đâu. Làm bạn ăn với mình đi, mọi kèo đều share 50/50 luôn. :3",
9469,câu chuyện rất có sức hút,
9470,"Đi ăn  mà  k chia tiền  là  thấy  lạ  lạ  rồi.
Nó  lợi dụng  m thôi  =)).",
9473,Thử cmt ảnh xem có trùng người yêu ko mấy chế?,
9474,Ở đây em có em nào tên dung DNTU không :)) hông háy thì nói a cho chứ làm gì huỷ kp luôn vậy,
9475,"đầu tư đi các thanh niên, 2 tháng đc 400k trên một em. đầu tư khoản 10 em cũng bộn đó.kakaa",
9477,Nhân dịp black friday. [NAME] up to 50% còn 400k là rẻ rồi :((,
9478,Thanh Sơn keo vừa vừa thôi..  chơi vậy mai mốt sao có bồ được nữa,
9479,Nghe dơ quá ta! Trả cho nó 400k tặng nó thêm bịch OMO về giặt rửa cái liêm sỉ với cái tính của nó lại! Bẩn quá ai mà chịu đc! 😂😂😂😂 hên là đòi k cho á! Chứ k lại thêm bài phốt mag bầu cho thằng bá dơ rồi 😄! Con gái nên tin bản thân mình thôi! Đừng tin bố con thằng nào hết nhá bạn😂,
9480,có gì về bảo ban nhau đóng cửa lại nói chuyện đàng hoàng ai lại đưa bêu nhau trên đây😌,
9481,Xe chắc cũng loại xịn xò nên lốp mới 800k hỉ?,
9482,[NAME] chỉ cho e cái vỏ xe hiệu gì xịn xò v. Thay 1 cái đi cho đỡ mòn vỏ xe đi :V,
9483,Hoc 4 năm ở trường. Vỏ xe mòn thay mấy lần rồi mà vẫn chưa chở dc ai. [NAME] thanh niên này ghê,
